,Title,List Author,Author(s),Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,id
36,Authors' Reply - Creating and Documenting a New Field of Legal Study [article],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times); Perea, Juan F. (Cited 1187 times)","Harvard Latino Law Review, Vol. 12, Issue 1 (Spring 2009), pp. 103-108",na,4,na,6,na,5886
37,What If John Calmore Had a Latino/a Sibling [comments],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","North Carolina Law Review, Vol. 86, Issue 3 (March 2008), pp. 769-790",na,4,na,16,na,5886
38,Discerning Critical Moments: Lessons from the Life of Derrick Bell Title [article],Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","University of Pittsburgh Law Review, Vol. 75, Issue 4 (Summer 2014), pp. 457-474",na,3,na,13,na,5886
39,Latinos and the Law Symposium [comments],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","Indiana Law Journal, Vol. 83, Issue 4 (Fall 2008), pp. 1141-1150",na,3,na,6,na,5886
40,"Listen to the Voices: An Essay on Legal Scholarship, Women, and Minorities [article]",Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Legal Reference Services Quarterly, Vol. 11, Issue 3-4 (1992), pp. 141-150",11 Legal Reference Services Q. 141 (1991-1992),2,na,7,na,5886
41,Scorn [article],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","William and Mary Law Review, Vol. 35, Issue 3 (Spring 1994), pp. 1061-1100",35 Wm. & Mary L. Rev. 1061 (1993-1994),2,na,4,na,5886
42,"Law, Religion, and Racial Justice: A Comment on Derrick Bell's Last Article [article] *new*",Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Case Western Reserve Law Review, Vol. 69, Issue 2 (Winter 2018), pp. 341-354",69 Case W. Res. L. Rev. 341 (2018),1,na,na,na,5886
43,Crossover [article],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","American Indian Law Review, Vol. 33, Issue 1 (2008), pp. 1-12",na,1,na,3,na,5886
44,The Hole-in-the-Wall Gang View of Life and America's Racial Future [article],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","Wake Forest Law Review, Vol. 51, Issue 4 (2016), pp. 745-764",51 Wake Forest L. Rev. 745 (2016),1,na,19,na,5886
45,Reflections on Reform Litigation: Strategic Intervention in Arizona's Ethnic Studies Ban [article],Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","John Marshall Law Review, Vol. 47, Issue 4 (Summer 2014), pp. 1181-1188",47 J. Marshall L. Rev. 1181 (2013-2014),1,na,7,na,5886
46,Terrace v. Thompson and the Legacy of Manifest Destiny [article],Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Nevada Law Journal, Vol. 12, Issue 3 (Summer 2012), pp. 532-548",na,1,na,8,na,5886
47,Living History Interview [comments],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","Transnational Law & Contemporary Problems, Vol. 19, Issue 1 (Winter 2010), pp. 221-230",na,1,na,1,na,5886
48,Retheorizing Actions for Targeted Hate Speech: A Comment on Professor Brown [comments],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","Alabama Civil Rights & Civil Liberties Law Review, Vol. 9, Issue 1 (2018), pp. 169-184",na,na,na,38,na,5886
49,"The Lawyer Speaks of Rivers for RFK, Jr. [notes]",Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Environmental Law, Vol. 37, pp. xxi-xxiv",na,na,na,na,na,5886
50,The Law Review Symposium Issue: Community of Meaning or Reinscription of Hierarchy [comments],Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Law Library Journal, Vol. 85, Issue 2 (Spring 1993), pp. 405-406",na,na,na,2,na,5886
51,On the Road without a Map: The Women of the Beat Writers [notes],Jean Stefancic,"Stefancic, Jean (Cited 1241 times)","Seattle University Law Review, Vol. 37, Issue 1 (Fall 2013), pp. xv-xxxii",na,na,na,na,na,5886
52,What Do We Regret and Why [reviews],Jean Stefancic,"Delgado, Richard (Cited 8700 times); Stefancic, Jean (Cited 1241 times)","Texas A&M Law Review, Vol. 4, Issue 1 (Fall 2016), pp. 123-136",na,na,na,7,na,5886
0,Patent Disclosure [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Iowa Law Review , Vol. 94, Issue 2 (February 2009), pp. 539-606",94 Iowa L. Rev. 539 (February 2009),144,na,90,na,9637
1,Expressive Incentives in Intellectual Property [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Virginia Law Review, Vol. 98, Issue 8 (December 2012), pp. 1745-1824",98 Va. L. Rev. 1745 (December 2012),114,3,57,na,9637
2,Claiming Intellectual Property [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","University of Chicago Law Review, Vol. 76, Issue 2 (Spring 2009), pp. 719-796",76 U. Chi. L. Rev. 719 (2009),82,2,24,na,9637
3,Patentography [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","New York University Law Review, Vol. 85, Issue 5 (November 2010), pp. 1444-1520",85 N.Y.U. L. Rev. 1444 (2010),68,3,11,na,9637
4,A Psychology of Intellectual Property [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Northwestern University Law Review, Vol. 104, Issue 4 (2010), pp. 1441-1510",104 Nw. U. L. Rev. 1441 (2010),63,na,43,na,9637
5,The Audience in Intellectual Property Infringement [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times); Lemley, Mark A. (Cited 14167 times)","Michigan Law Review, Vol. 112, Issue 7 (May 2014), pp. 1251-1304",112 Mich. L. Rev. 1251 (2013-2014),41,na,43,na,9637
6,The Intellectual Property Clause's External Limitations [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Duke Law Journal, Vol. 61, Issue 7 (April 2012), pp. 1329-1414",61 Duke L.J. 1329 (2011-2012),35,na,30,na,9637
7,The Layers of Obviousness in Patent Law [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Harvard Journal of Law & Technology, Vol. 22, Issue 1 (Fall 2008), pp. 75-102",22 Harv. J. L. & Tech. 75 (Fall 2008),32,na,22,na,9637
8,Experimental Tests of Intellectual Property Laws' Creativity Thresholds [article],Jeanne C. Fromer,"Buccafusco, Christopher (Cited 590 times); Burns, Zachary C. (Cited 33 times); Fromer, Jeanne C. (Cited 736 times); Sprigman, Christopher Jon (Cited 125 times)","Texas Law Review, Vol. 92, Issue 7 (June 2014), pp. 1921-1980",na,32,na,18,na,9637
9,An Information Theory of Copyright Law [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Emory Law Journal, Vol. 64, Issue 1 (2014), pp. 71-128",64 Emory L.J. 71 (2014-2015),20,na,28,na,9637
10,Should the Law Care Why Intellectual Property Rights Have Been Asserted [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Houston Law Review, Vol. 53, Issue 2 (2015), pp. 549-594",na,16,na,42,na,9637
11,The Role of Creativity in Trademark Law [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Notre Dame Law Review, Vol. 86, Issue 5 (September 2011), pp. 1885-1920",na,14,na,34,na,9637
12,Market Effects Bearing on Fair Use [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Washington Law Review, Vol. 90, Issue 2 (June 2015), pp. 615-650",na,13,na,22,na,9637
13,An Exercise in Line-Drawing: Deriving and Measuring Fairness in Redistricting [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Georgetown Law Journal, Vol. 93, Issue 5 (June 2005), pp. 1547-1622",93 Geo. L.J. 1547 (2004-2005),11,na,6,na,9637
14,Dynamic Patent Disclosure [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Vanderbilt Law Review, Vol. 69, Issue 6 (November 2016), pp. 1715-1738",na,8,na,26,na,9637
15,The Unregulated Certification Mark(et) [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Stanford Law Review, Vol. 69, Issue 1 (January 2017), pp. 121-200",69 Stan. L. Rev. 121 (2017),8,na,61,na,9637
16,Are We Running out of Trademarks: An Empirical Study of Trademark Depletion and Congestion [article],Jeanne C. Fromer,"Beebe, Barton (Cited 950 times); Fromer, Jeanne C. (Cited 736 times)","Harvard Law Review, Vol. 131, Issue 4 (February 2018), pp. 945-1045",131 Harv. L. Rev. 945 (2017-2018),7,na,172,na,9637
17,Fashion's Function in Intellectual Property Law [article],Jeanne C. Fromer,"Buccafusco, Christopher (Cited 590 times); Fromer, Jeanne C. (Cited 736 times)","Notre Dame Law Review, Vol. 93, Issue 1 (November 2017), pp. 51-108",93 Notre Dame L. Rev. 51 (2017-2018),5,na,98,na,9637
18,The Compatibility of Patent Law and the Internet [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","Fordham Law Review, Vol. 78, Issue 6 (May 2010), pp. 2783-2798",na,4,na,7,na,9637
19,Forgetting Functionality [comments],Jeanne C. Fromer,"Buccafusco, Christopher (Cited 590 times); Fromer, Jeanne C. (Cited 736 times)","University of Pennsylvania Law Review Online, Vol. 166, pp. 119-126",na,3,na,7,na,9637
20,District Courts as Patent Laboratories [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times)","UC Irvine Law Review, Vol. 1, Issue 2 (2011), pp. 307-322",na,1,na,4,na,9637
21,Claiming Design [article],Jeanne C. Fromer,"Fromer, Jeanne C. (Cited 736 times); McKenna, Mark P. (Cited 872 times)","University of Pennsylvania Law Review, Vol. 167, Issue 1 (December 2018), pp. 123-210",167 U. Pa. L. Rev. 123 (2018-2019),na,na,na,na,9637
0,A Freedom-Promoting Approach to Property: A Renewed Tradition for New Debates [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","University of Chicago Law Review, Vol. 72, Issue 4 (Fall 2005), pp. 1237-1298",72 U. Chi. L. Rev. 1237 (Fall 2005),60,na,19,na,1486
1,Introduction: Law and Neoliberalism [comments],Jedediah Purdy,"Grewal, David Singh (Cited 129 times); Purdy, Jedediah (Cited 417 times)","Law and Contemporary Problems, Vol. 77, Issue 4 (2014), pp. 1-24",na,52,na,162,na,1486
2,"The Politics of Nature: Climate Change, Environmental Law, and Democracy [article]",Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Yale Law Journal , Vol. 119, Issue 6 (April 2010), pp. 1122-1209",119 Yale L. J. 1122 (April 2010),49,na,87,na,1486
3,Neoliberal Constitutionalism: Lochnerism for a New Economy [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Law and Contemporary Problems, Vol. 77, Issue 4 (2014), pp. 195-214",na,32,na,70,na,1486
4,The American Transformation of Waste Doctrine: A Pluralist Interpretation [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Cornell Law Review, Vol. 91, Issue 3 (March 2006), pp. 653-698",91 Cornell L. Rev. 653 (March 2006),26,2,14,na,1486
5,People as Resources: Recruitment and Reciprocity in the Freedom-Promoting Approach to Property [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Duke Law Journal, Vol. 56, Issue 4 (February 2007), pp. 1047-1118",56 Duke L.J. 1047 (2006-2007),22,na,11,na,1486
6,Presidential Popular Constitutionalism [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Fordham Law Review, Vol. 77, Issue 4 (March 2009), pp. 1837-1872",77 Fordham L. Rev. 1837 (2008-2009),20,na,6,na,1486
7,American Natures: The Shape of Conflict in Environmental Law [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Harvard Environmental Law Review, Vol. 36, Issue 1 (2012), pp. 169-228",36 Harv. Envtl. L. Rev. 169 (2012),18,na,24,na,1486
8,The Promise (and Limits) of Neuroeconomics [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Alabama Law Review, Vol. 58, Issue 1 (2006), pp. 1-40",58 Ala. L. Rev. 1 (2006),17,na,3,na,1486
9,Our Place in the World: A New Relationship for Environmental Ethics and Law [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Duke Law Journal, Vol. 62, Issue 4 (January 2013), pp. 857-932",62 Duke L.J. 857 (2012-2013),17,na,47,na,1486
10,Property and Empire: The Law of Imperialism in Johnson v. M'Intosh [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","George Washington Law Review, Vol. 75, Issue 2 (February 2007), pp. 329-371",na,11,na,23,na,1486
11,A World of Passions: How to Think about Globalization Now [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Indiana Journal of Global Legal Studies, Vol. 11, Issue 2 (Summer 2004), pp. 1-50",11 Ind. J. Global Legal Stud. 1 (2004),10,na,3,na,1486
12,A Few Questions about the Social-Obligation Norm [comments],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Cornell Law Review, Vol. 94, Issue 4 (May 2009), pp. 949-958",na,9,na,15,na,1486
13,"The Liberty of Free Riders: The Minimum Coverage Provision, Mill's Harm Principles, and American Social Morality [article]",Jedediah Purdy,"Purdy, Jedediah (Cited 417 times); Siegel, Neil S. (Cited 809 times)","American Journal of Law & Medicine, Vol. 38, Issues 2 & 3 (2012), pp. 374-396",38 Am. J.L. & Med. 374 (2012),7,na,53,na,1486
14,Beyond the Bosses' Constitution: The First Amendment and Class Entrenchment [comments],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Columbia Law Review, Vol. 118, Issue 7 (November 2018), pp. 2161-2186",na,6,na,na,na,1486
15,Some Pluralism about Pluralism: A Comment on Hanoch Dagan's Pluralism and Perfectionism in Private Law [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Columbia Law Review Sidebar, Vol. 113, pp. 9-19",113 Colum. L. Rev. Sidebar 9 (2013),6,na,5,na,1486
16,Climate Change and the Limits of the Possible [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Duke Environmental Law & Policy Forum, Vol. 18, Issue 2 (Spring 2008), pp. 289-306",18 Duke Envtl. L. & Pol'y F. 289 (2007-2008),6,na,8,na,1486
17,Coming into the Anthropocene [reviews],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Harvard Law Review, Vol. 129, Issue 6 (April 2016), pp. 1619-1652",na,5,na,37,na,1486
18,"Sovereigns, Trustees, Guardians: Private-Law Concepts and the Limits of Legitimate State Power [article]",Jedediah Purdy,"Purdy, Jedediah (Cited 417 times); Fielding, Kimberly (Cited 5 times)","Law and Contemporary Problems, Vol. 70, Issue 3 (Summer 2007), pp. 165-212",na,5,na,8,na,1486
19,The Original Theory of Constitutionalism [reviews],Jedediah Purdy,"Grewal, David Singh (Cited 129 times); Purdy, Jedediah (Cited 417 times)","Yale Law Journal, Vol. 127, Issue 3 (2017), pp. 664-705",na,4,na,53,na,1486
20,Inequality Rediscovered [article],Jedediah Purdy,"Grewal, David Singh (Cited 129 times); Purdy, Jedediah (Cited 417 times)","Theoretical Inquiries in Law, Vol. 18, Issue 1 (January 2017), pp. 61-82",na,4,na,na,na,1486
21,Overcoming the Great Forgetting: A Comment on Fishkin and Forbath [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Texas Law Review, Vol. 94, Issue 7 (June 2016), pp. 1415-1426",na,4,na,18,na,1486
22,"The New Biopolitics: Autonomy, Demography, and Nationhood [article]",Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Brigham Young University Law Review, Vol. 2006, Issue 4 (2006), pp. 889-956",2006 BYU L. Rev. 889 (2006),3,na,5,na,1486
23,That We Are Underlings: The Real Problems in Disciplining Political Spending and the First Amendment [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Constitutional Commentary, Vol. 30, Issue 2 (Summer 2015), pp. 391-402",na,3,na,12,na,1486
24,The Long Environmental Justice Movement [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Ecology Law Quarterly, Vol. 44, Issue 4 (2018), pp. 809-864",44 Ecology L.Q. 809 (2017-2018),1,na,185,na,1486
25,The Limits of Courage and Principle [notes],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Michigan Law Review, Vol. 104, Issue 6 (May 2006), pp. 1501-1522",na,1,na,10,na,1486
26,A Foxy Hedgehog: The Consistent Perceptions of Carol Rose [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","William & Mary Bill of Rights Journal, Vol. 19, Issue 4 (May 2011), pp. 1033-1038",na,1,na,na,na,1486
27,What Has to Change for Forests to Be Saved - A Historical Example from the United States [article],Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Duke Journal of Comparative & International Law, Vol. 19, Issue 3 (Spring 2009), pp. 467-486",na,1,na,3,na,1486
28,"History, Human Nature, and Property Regimes: Filling in the Civilizing Argument [comments]",Jedediah Purdy,"Purdy, Jedediah (Cited 417 times)","Saint Louis University Law Journal, Vol. 50, Issue 3 (Spring 2006), pp. 735-750",na,na,na,7,na,1486
0,"Unsecured Borders: Immigration Restrictions, Crime Control and National Security [comments]",Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Connecticut Law Review, Vol. 39, Issue 5 (July 2007), pp. 1827-1892",na,162,na,260,na,1140
1,Misery and Myopia: Understanding the Failures of U.S. Efforts to Stop Human Trafficking [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Fordham Law Review, Vol. 74, Issue 6 (May 2006), pp. 2977-3040",74 Fordham L. Rev. 2977 (2005-2006),136,na,47,na,1140
2,A Diversion of Attention: Immigration Courts and the Adjudication of Fourth and Fifth Amendment Rights [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Duke Law Journal, Vol. 59, Issue 8 (May 2010), pp. 1563-1634",na,122,na,54,na,1140
3,Managing Migration through Crime [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Columbia Law Review Sidebar, Vol. 109, pp. 135-148",109 Colum. L. Rev. Sidebar 135 (2009),94,na,165,na,1140
4,Tensions and Trade-Offs: Protecting Trafficking Victims in the Era of Immigration Enforcement [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","University of Pennsylvania Law Review, Vol. 158, Issue 6 (May 2010), pp. 1609-1654",158 U. Pa. L. Rev. 1609 (2009-2010),54,na,29,na,1140
5,Overcriminalizing Immigration [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Journal of Criminal Law and Criminology, Vol. 102, Issue 3 (Summer 2012), pp. 613-652",na,46,na,114,na,1140
6,Whose Community Shield: Examining the Removal of the Criminal Street Gang Member [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","University of Chicago Legal Forum, Vol. 2007, pp. 317-358",na,42,na,16,na,1140
7,The Transformation of Immigration Federalism [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","William & Mary Bill of Rights Journal, Vol. 21, Issue 2 (December 2012), pp. 577-618",na,41,na,40,na,1140
8,Loving across Borders: Immigration Law and the Limits of Loving [article],Jennifer Chacon,"Chacon, Jennifer M. (Cited 841 times)","Wisconsin Law Review, Vol. 2007, Issue 2 (2007), pp. 345-378",2007 Wis. L. Rev. 345 (2007),37,na,62,na,1140
