Title,List Author,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,ID
Who Takes Responsibility - Afghan Women's Human Rights and the Role of the United States [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Human Rights, Vol. 29, Issue 3 (Summer 2002), pp. 4-6",29 Hum. Rts. 4 (2002),6,1,7,"Human Rights, States, Women, Comparative Law, Military Law",5425.0
Do We Need New International Law to Protect Women in Armed Conflict [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Case Western Reserve Journal of International Law, Vol. 38, Issue 2 (2006-2007), pp. 363-392",38 Case W. Res. J. Int'l L. 363 (2006-2007),4,na,14,"Women, International Law, Medical Jurisprudence, Military Law",5425.0
Paradoxical Feminist Quest for Remedy: A Case Study of Jane Doe v. Islamic Salvation Front and Anouar Haddam [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"International Criminal Law Review, Vol. 11, Issue 3 (2011), pp. 579-588",11 Int'l Crim. L. Rev. 579 (2011),2,na,8,"Feminism, Courts, Human Rights, International Law, States, Trials",5425.0
Why Does It Matter If Women Are Human: Catharine MacKinnon's Contributions to International Law [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Tulsa Law Review, Vol. 46, Issue 1 (Fall 2010), pp. 107-122",46 Tulsa L. Rev. 107 (2010-2011),2,na,29,"Human Rights Law, International Law, Jurisprudence, Law and Society",5425.0
A Peace of Her [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"UCLA Journal of International Law and Foreign Affairs, Vol. 19, pp. 63-88",19 UCLA J. Int'l L. Foreign Aff. 63 (2015),1,na,17,"Gender, International Law, Foreign Affairs",5425.0
Systeme Degage: Women and Transitional justice in the Wake of the Arab Spring [comments],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"American Society of International Law Proceedings, Vol. 106, Issue 1 (March 28-31, 2012), pp. 502-506",106 Am. Soc'y Int'l L. Proc. 502 (2012),na,na,16,"Women, Comparative Law, Human Rights, Politics, Gender",5425.0
Acting TOGETHER to Stop Those Who Are Killing Us: International Law and the Civil Society Struggle against Jihadist Terrorism [comments],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Proceedings of the Annual Meeting, published by the American Society of International Law, Vol. 109, pp. 143-152",109 Am. Soc'y Int'l L. Proc. 143 (2015),na,na,22,"International Law, Terrorism, Human Rights, Human Rights Law, Military Law, Philosophy, Torture",5425.0
Your Fatwa Does Not Apply Here: International Law and the Opponents of Holy Wars [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"FIU Law Review, Vol. 11, Issue 1 (Fall 2015), pp. 39-46",11 FIU L. Rev. 39 (2015-2016),na,na,12,"International Law, Terrorism, Women",5425.0
The War was Illegal [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Guild Practitioner, Vol. 60, pp. 226-236",60 Guild Prac. 226 (2003),na,na,11,"International Law, United Nations, War, Military Law, Military Occupation",5425.0
Toward a More Courageous Politics at the 60th Anniversary of the UDHR: Talking about Muslim Fundamentalism in the West [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Maryland Journal of International Law, Vol. 24, Issue 1 (2009), pp. 125-134",24 Md. J. Int'l L. 125 (2009),na,na,8,"Politics, Religion, Human Rights, International Law",5425.0
Green Wave Blues: Women and Fundamentalism in North Africa after 2011 [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Journal of Gender, Race, and Justice, Vol. 18, Issue 2 (Spring 2016), pp. 381-388",18 J. Gender Race & Just. 381 (2015-2016),na,na,2,"Religion, Human Rights, Human Rights Law, Military Law, Philosophy, Torture, International Law",5425.0
The Impact of Armed Conflict on Women [comments],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Women's Rights Law Reporter, Vol. 24, Issue 3 (Summer/Fall 2003), pp. 173-178",24 Women's Rts. L. Rep. 173 (2002-2003),na,na,11,"Women, Violence, War, Comparative Law, Constitutional Law, Gender",5425.0
Prevention of Human Trafficking I [comments],Karima Bennoune,"Bennoune, Karima (Cited 115 times); Brundige, Elizabeth (Cited 2 times); Nessel, Lori (Cited 10 times); Vandenberg, Martina (Cited 10 times)",,"Women's Rights Law Reporter, Vol. 34, Issue 2/3 (Winter/Spring 2013), pp. 185-215",34 Women's Rts. L. Rep. 185 (2012-2013),na,na,36,"Human Trafficking, Victims",5425.0
The Third Annual Katherine B. Fite Lecture: Perspectives from North Africa on the Arab Spring [comments],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Studies in Transnational Legal Policy, Vol. 46, pp. 35-62",46 Stud. Transnat'l Legal Pol'y 35 (2013),na,na,na,"International Law, Terrorism, Women",5425.0
Green Wave Blues: Women and Fundamentalism in North Africa after 2011 [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Transnational Law and Contemporary Problems, Vol. 24, Issue 2 (Fall 2015), pp. 333-340",24 Transnat'l L. & Contemp. Probs. 333 (2014-2015),na,na,2,"Religion, Human Rights, Human Rights Law, Military Law, Philosophy, Torture, International Law",5425.0
Terror/Torture Redux [article],Karima Bennoune,"Bennoune, Karima (Cited 115 times)",,"Tulane Journal of International and Comparative Law, Vol. 19, Issue 1 (Winter 2010), pp. 173-186",19 Tul. J. Int'l & Comp. L. 173 (2010-2011),na,na,13,"Human Rights Law, Military, War and Peace, Human Rights, Military Law, Philosophy, Torture, International Law, Torts",5425.0
The Introduction of Biotech Foods to the Tort System: Creating a New Duty to Identify [article],Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"University of Cincinnati Law Review, Vol. 72, Issue 4 (Summer 2004), pp. 1645-1706",72 U. Cin. L. Rev. 1645 (2003-2004),21,na,3,"Food and Drug Law, Biotechnology, International Trade, Notice",4704.0
Hospital Peer Review Standards and Due Process: Moving from Tort Doctrine toward Contract Principles Based on Clinical Practice Guidelines [article],Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"Seton Hall Law Review, Vol. 36, Issue 4 (2006), pp. 1179-1256",36 Seton Hall L. Rev. 1179 (2005-2006),18,5,7,"Contracts, Due Process, Medical Jurisprudence, Confidentiality",4704.0
"Slaying the Hydra: The History of Quack Medicine, the Obesity Epidemic and the FDA's Battle to Regulate Dietary Supplements Marketed as Weight Loss Aids [article]",Katharine Van Tassel,"Van Tassel, Katharine A. (Cited 77 times)",,"Indiana Health Law Review, Vol. 6, Issue 2 (2009), pp. 203-252",6 Ind. Health L. Rev. 203 (2009),12,na,16,"Aids, Food and Drug Law, History, Legislation, Advertising, Health Law, Torts, Administration Law",4704.0
Blacklisted: The Constitutionality of the Federal System for Publishing Reports of Bad Doctors in the National Practitioner Data Bank [article],Katharine Van Tassel,"Van Tassel, Katharine A. (Cited 77 times)",,"Cardozo Law Review, Vol. 33, Issue 5 (June 2012), pp. 2031-2096",33 Cardozo L. Rev. 2031 (June 2012),11,3,8,"Fourteenth Amendment, Health Law, Immunity, Medical Jurisprudence",4704.0
The Growing Consumer Exposure to Nanotechnology in Everyday Products: Regulating Innovative Technologies in Light of Lessons from the Past [article],Katharine Van Tassel,"Van Tassel, Katharine A. (Cited 77 times); Goldman, Rose H. (Cited 5 times)",,"Connecticut Law Review, Vol. 44, Issue 2 (December 2011), pp. 481-530",44 Conn. L. Rev. 481 (December 2011),5,na,11,"Food and Drug Law, Nanotechnology",4704.0
"Harmonizing the Affordable Care Act with the Three Main National Systems for Healthcare Quality Improvement: The Tort, Licensure, and Hospital Peer Review Hearing Systems [article]",Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"Brooklyn Law Review, Vol. 78, Issue 3 (Spring 2013), pp. 883-928",78 Brook. L. Rev. 883 (2012-2013),4,na,10,"Labor, Professional Ethics, Immunity, Health",4704.0
"Using Clinical Practice Guidelines and Knowledge Translation Theory to Cure the Negative Impact of the National Hospital Peer Review Hearing System on Healthcare Quality, Cost, and Access [article]",Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"Pepperdine Law Review, Vol. 40, Issue 4 (2013), pp. 911-974",40 Pepp. L. Rev. 911 (2012-2013),3,na,14,"Contracts, Due Process, Medical Jurisprudence, Health Law, Immunity, Physicians",4704.0
"Regulating in Uncertainty: Animating the Public Health Product Safety Net to Capture Consumer Products Regulated by the FDA that Use Innovative Technologies, including Nanotechnologies, Genetic Modification, Cloning, and Lab Grown Meat [article]",Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"University of Chicago Legal Forum, Vol. 2013, pp. 433-488",2013 U. Chi. Legal F. 433 (2013),1,na,27,"Cloning, Health, Public Health, Food and Drug Law, Agriculture Law, Genetics, International Trade, Regulation, World Trade Organization",4704.0
Intellectual Property and Public Health - A White Paper [article],Katharine Van Tassel,"Vacca, Ryan (Cited 73 times); Van Tassel, Katharine (Cited 77 times)",,"Akron Intellectual Property Journal, Vol. 7, Issue 1 (2014), pp. 39-60",7 Akron Intell. Prop. J. 39 (2014),na,na,9,"Health, Intellectual Property, Property, Public Health, Arts, Intellectual Property Law",4704.0
"Modernizing the Emergency Medical Treatment and Labor Act to Harmonize with the Affordable Care Act to Improve Equality, Quality and Cost of Emergency Care [article]",Katharine Van Tassel,"Van Tassel, Katharine (Cited 77 times)",,"Houston Journal of Health Law & Policy, Vol. 15, pp. 131-172",15 Hous. J. Health L. & Pol'y 131 (2015),na,na,9,"Labor, Professional Ethics, Emergency Medical Services, Hospitals, Indigents, Medical Care, Medical Jurisprudence, Patients, Education",4704.0
Common-Law Disclosure Duties and the Sin of Omission: Testing the Meta-Theories [article],Kathryn Zeiler,"Krawiec, Kimberly D. (Cited 886 times); Zeiler, Kathryn (Cited 133 times)",,"Virginia Law Review, Vol. 91, Issue 8 (December 2005), pp. 1795-1888",91 Va. L. Rev. 1795 (December 2005),28,na,8,"Common Law, Contracts, Jurisprudence, Economics",8520.0
Turning from Damage Caps to Information Disclosure: An Alternative to Tort Reform [comments],Kathryn Zeiler,"Zeiler, Kathryn (Cited 133 times)",,"Yale Journal of Health Policy, Law, and Ethics, Vol. 5, Issue 1 (2005), pp. 385-400",5 Yale J. Health Pol'y L. & Ethics 385 (2005),22,na,20,"Tort Reform, Malpractice, Medical Jurisprudence, Medical Malpractice, Remedies, Torts",8520.0
"Do Defendants Pay What Juries Award - Post-Verdict Haircuts in Texas Medical Malpractice Cases, 1988-2003 [article]",Kathryn Zeiler,"Hyman, David A. (Cited 1166 times); Black, Bernard (Cited 3647 times); Zeiler, Kathryn (Cited 133 times)",,"Journal of Empirical Legal Studies , Vol. 4, Issue 1 (2007), pp. 3-68",4 J. Empirical Legal Stud. 3 (2007),22,na,na,"Defendants, Malpractice, Medical Malpractice, Damages, Evidence, Medical Jurisprudence, Remedies, Torts",8520.0
Empirical Health Law Scholarship: The State of the Field [article],Kathryn Zeiler,"Mello, Michelle M. (Cited 394 times); Zeiler, Kathryn (Cited 133 times)",,"Georgetown Law Journal, Vol. 96, Issue 2 (January 2008), pp. 649-702",96 Geo. L.J. 649 (2007-2008),20,na,10,"Health, Health Law, Research, Administration Law, Agriculture Law, Environment, Regulation",8520.0
Against Endowment Theory: Experimental Economics and Legal Scholarship [article],Kathryn Zeiler,"Klass, Gregory (Cited 211 times); Zeiler, Kathryn (Cited 133 times)",,"UCLA Law Review, Vol. 61, Issue 1 (2013), pp. 2-64",61 UCLA L. Rev. 2 (2013),17,na,102,"Economics, Jurisprudence, Legal Analysis and Writing, Law and Society",8520.0
Medical Malpractice Liability Crisis or Patient Compensation Crisis [article],Kathryn Zeiler,"Zeiler, Kathryn (Cited 133 times)",,"DePaul Law Review, Vol. 59, Issue 2 (Winter 2010), pp. 675-696",59 DePaul L. Rev. 675 (2009-2010),12,na,13,"Compensation, Liability, Malpractice, Medical Jurisprudence, Medical Malpractice, Evidence, Remedies, Torts, Tort Reform",8520.0
The Future of Empirical Legal Scholarship: Where Might We Go from Here [article],Kathryn Zeiler,"Zeiler, Kathryn (Cited 133 times)",,"Journal of Legal Education, Vol. 66, Issue 1 (Autumn 2016), pp. 78-99",66 J. Legal Educ. 78 (2016-2017),8,na,38,"Death, Literature, Malpractice, Medical Jurisprudence, Medical Malpractice, Tort Reform, Torts, Courts, Judges, Legal Research",8520.0
"Law, Technology, and Patient Safety [article] *new*",Kathryn Zeiler,"Zeiler, Kathryn (Cited 133 times); Hardy, Gregory",,"DePaul Law Review, Vol. 68, Issue 2 (Winter 2019), pp. 459-480",68 DePaul L. Rev. 459 (2018-2019),na,na,na,na,8520.0
Bankruptcy or Bailouts [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Skeel, David A. Jr. (Cited 1921 times)",,"Journal of Corporation Law , Vol. 35, Issue 3 (Spring 2010), pp. 469-498",35 J. Corp. L. 469 (Spring 2010),66,na,63,"Banking, Bankruptcy, Bankruptcy Law",4263.0
Creditor Control and Conflict in Chapter 11 [article],Kenneth Ayotte,"Ayotte, Kenneth M. (Cited 235 times); Morrison, Edward R. (Cited 367 times)",,"Journal of Legal Analysis, Vol. 1, Issue 2 (Summer 2009), pp. 511-[ii]",1 J. Legal Analysis 511 (2009),57,na,109,"Bankruptcy Law, Corporations, Creditors, Bankruptcy",4263.0
An Efficiency-Based Explanation for Current Corporate Reorganization Practice [reviews],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Skeel, David A. Jr. (Cited 1921 times)",,"University of Chicago Law Review, Vol. 73, Issue 1 (Winter 2006), pp. 425-468",73 U. Chi. L. Rev. 425 (2006),40,na,11,"Bankruptcy Law, Corporations, Practice and Procedure, Bankruptcy",4263.0
Protecting Future Claimants in Mass Tort Bankruptcies [article],Kenneth Ayotte,"Listokin, Yair (Cited 387 times); Ayotte, Kenneth (Cited 235 times)",,"Northwestern University Law Review, Vol. 98, Issue 4 (2004), pp. 1435-1504",98 Nw. U. L. Rev. 1435 (2003-2004),26,na,9,"Bankruptcy Law, Torts, Bankruptcy",4263.0
Bankruptcy and Entrepreneurship: The Value of a Fresh Start [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times)",,"Journal of Law, Economics, and Organization , Vol. 23, Issue 1 (April 2007), pp. 161-185",Full Text Not Currently Available in HeinOnline,14,na,na,"Bankruptcy, Bankruptcy Law, Comparative Law, Israel",4263.0
Bankruptcy Law as a Liquidity Provider [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Skeel, David A. Jr. (Cited 1921 times)",,"University of Chicago Law Review, Vol. 80, Issue 4 (Fall 2013), pp. 1557-1624",80 U. Chi. L. Rev. 1557 (2013),12,na,17,"Banking, Bankruptcy Law, Secured Transactions, Economics, International Law, State and Local Government Law",4263.0
Legal Entities as Transferable Bundles of Contracts [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Hansmann, Henry (Cited 3301 times)",,"Michigan Law Review, Vol. 111, Issue 5 (March 2013), pp. 715-758",111 Mich. L. Rev. 715 (2012-2013),9,4,38,"Contracts, Corporations, Health",4263.0
Bankruptcy on the Side [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Casey, Anthony J. (Cited 280 times); Skeel, David A. Jr. (Cited 1921 times)",,"Northwestern University Law Review, Vol. 112, Issue 2 (2017), pp. 255-312",112 Nw. U. L. Rev. 255 (2017-2018),5,na,54,"Bankruptcy, Banking, Debtors and Creditors, Financial Law, International Finance, Investment, Securities, Right to Vote",4263.0
Optimal Trust Design in Mass Tort Bankruptcy [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Listokin, Yair (Cited 387 times)",,"American Law and Economics Review, Vol. 7, Issue 2 (Fall 2005), pp. 403-438",Full Text Not Currently Available in HeinOnline,2,na,na,"Bankruptcy, Bankruptcy Law, Torts, Compensation",4263.0
Valuation Disputes in Corporate Bankruptcy [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Morrison, Edward R. (Cited 367 times)",,"University of Pennsylvania Law Review, Vol. 166, Issue 7 (June 2018), pp. 1819-1852",166 U. Pa. L. Rev. 1819 (2017-2018),1,na,29,"Bankruptcy, Bankruptcy Law, Evidence",4263.0
Leases and Executory Contracts in Chapter 11 [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times)",,"Journal of Empirical Legal Studies, Vol. 12, Issue 4 ( December 2015), pp. 637-663",12 J. Empirical Legal Stud. 637 (2015),1,na,5,"Bankruptcy Law, Contracts, Leases, Bankruptcy, Oil and Gas",4263.0
Matching Bankruptcy Laws to Legal Environments [article],Kenneth Ayotte,"Ayotte, Kenneth (Cited 235 times); Yun, Hayong (Cited 1 times)",,"Journal of Law, Economics, and Organization , Vol. 25, Issue 1 (May 2009), pp. 2-30",Full Text Not Currently Available in HeinOnline,1,na,na,"Bankruptcy, Bankruptcy Law, Corporations, States, Labor Law",4263.0
Rethinking Mental States [article],Kenneth W. Simons,"Simons, Kenneth W. (Cited 961 times)",,"Boston University Law Review, Vol. 72, Issue 3 (May 1992), pp. 463-554",72 B.U. L. Rev. 463 (May 1992),133,3,22,"Criminal Law and Procedure, Jurisprudence, Law and Society, Psychiatry and Psychology, Evidence",8367.0
Assumption of Risk and Consent in the Law of Torts: A Theory of Full Preference [article],Kenneth W. Simons,"Simons, Kenneth W. (Cited 961 times)",,"Boston University Law Review, Vol. 67, Issue 2 (March 1987), pp. 213-288",67 B.U. L. Rev. 213 (1987),78,2,32,"Assumption of Risk, Consent, Torts, Practice and Procedure",8367.0
Equality as a Comparative Right [article],Kenneth W. Simons,"Simons, Kenneth W. (Cited 961 times)",,"Boston University Law Review, Vol. 65, Issue 3 (May 1985), pp. 387-482",65 B.U. L. Rev. 387 (1985),72,2,13,"Education, Religion, Jurisprudence, Law and Society",8367.0
Corrective Justice and Liability for Risk-Creation: A Comment [article],Kenneth W. Simons,"Simons, Kenneth W. (Cited 961 times)",,"UCLA Law Review, Vol. 38, Issue 1 (October 1990), pp. 113-142",38 UCLA L. Rev. 113 (1990-1991),55,na,14,"Liability, Torts",8367.0
