,Cluster #,100 Clusters: ,200 Clusters: ,300 Clusters: ,400 Clusters: ,500 Clusters: ,600 Clusters: ,700 Clusters: ,800 Clusters: ,900 Clusters: 
582,582,na,na,na,na,na,"['Unions', 'Retirement']","['Genetics', 'Pledges', 'Advertising', 'Intellectual Property Law', 'Food and Drug Law', 'Public Health']",['Aircraft'],['Commercial Code']
583,583,na,na,na,na,na,['European Union'],['Restitution'],['Literature'],"['Church and State', 'Religion']"
584,584,na,na,na,na,na,['Royalties'],['Culture and Law'],['Estate Planning'],['Cartels']
585,585,na,na,na,na,na,['Insurance Companies'],"['Local Government', 'Mental Health', 'Police']",['Federal Rules of Civil Procedure'],['Arts']
586,586,na,na,na,na,na,"['Cameras in the Courtroom', 'Laboratories']",['Defendants'],['Self-Defense'],"['Administrative Law Judges', 'Takeovers', 'Statistics']"
587,587,na,na,na,na,na,['Censorship'],['Land Use Planning'],['Gift Taxation'],['Ninth Amendment']
588,588,na,na,na,na,na,['Methodology Of'],['Trade Unions'],['Economic Policy'],['Predators']
589,589,na,na,na,na,na,['Arrest'],['Commitment'],"['Public Finance', 'Consumer Protection Law', 'Small Businesses', 'Privatization', 'Clinical Trials', 'Risk Management', 'Corporations: Foreign', 'Regulation', 'Choice of Law', 'Divorce', 'Antitrust', 'Plain Language', 'Taxation: International', 'Government']","['Duty to Warn', 'Administration Law']"
590,590,na,na,na,na,na,['Homelessness'],"['Exports', 'Employment Discrimination']","['Successor Liability', 'Privileges and Immunities', 'Martin Luther King']","['Parents and Children', 'Cohabitation']"
591,591,na,na,na,na,na,"['Incompetents', 'Rape and Sexual Assault', 'Wages']",['Breast Cancer'],['Computer Law'],['Public Records']
592,592,na,na,na,na,na,['Economic Policy'],['Business Judgment Rule'],"['Stem Cell Research', 'Health Insurance', 'Rape', 'Child Support', 'Sexting', 'Disability', 'Child Custody', 'Social Justice', 'Family Law', 'Rico', 'Spouses', 'Health Care Providers', 'Presumptions', 'Fair Employment', 'Protective Orders', 'Best Interests of the Child', 'Human Experimentation', 'Domestic Violence', 'Gender']","['Foreign Investment', 'Annulment', 'Soft Law', 'Indigenous Peoples', 'Law of the Sea', 'Jr', 'Non-Governmental Organizations (Ngos)', 'Human Rights Law', 'Boundaries', 'President/Executive Department', 'Legislative Bodies', 'Anthropology']"
593,593,na,na,na,na,na,['Reproductive Technology'],['Structured Settlements'],['Commerce Clause'],['Rape and Sexual Assault']
594,594,na,na,na,na,na,['Drug Trafficking'],['Legal Research'],"['Freedom of Speech', 'Standing', 'Right of Privacy', 'Theft', 'Felonies', 'Third Parties', 'First Amendment', 'Social Media', 'Trials', 'Immigration Law', 'Broadcasting', 'Budgets', 'Legal Services', 'Firearms', 'Professional Ethics', 'Hearsay', 'Civil Service', 'Race and Ethnicity', 'Extradition']",['Child Labor']
595,595,na,na,na,na,na,['Asbestos'],['Boxing'],['International Courts and Tribunals'],['Medical Marijuana']
596,596,na,na,na,na,na,['Natural Gas'],['Marine Resources'],['Arrest'],['Constitutions']
597,597,na,na,na,na,na,['Marine Resources'],['Statutes'],['Breast Cancer'],['Agriculture']
598,598,na,na,na,na,na,"['Local Government', 'Police']","['Cocaine', 'Sexuality', 'Child Abuse']","[""Attorneys' Fees""]",['Predatory Lending']
599,599,na,na,na,na,na,['Genetic Information'],['Renewable Energy'],['International Commercial Arbitration'],['Culture and Law']
600,600,na,na,na,na,na,na,"['Disclaimers', 'Polygamy', 'Mistake', 'Breach of Contract']",['Trespass'],['International Courts and Tribunals']
601,601,na,na,na,na,na,na,['Confidentiality'],['Sovereign Immunity'],['Battered Women']
602,602,na,na,na,na,na,na,['Alcoholic Beverages'],['Estoppel'],['Genocide']
603,603,na,na,na,na,na,na,['Accounting'],"['Marijuana', 'Credit Unions']",['Immunity']
604,604,na,na,na,na,na,na,"['Genetic Testing', 'Aids']",['Foreign Judgments'],['Organizations']
605,605,na,na,na,na,na,na,['Residency'],['Urban Renewal'],['Tax Incentives']
606,606,na,na,na,na,na,na,['Data Mining'],['Tuition'],['Legislative History']
607,607,na,na,na,na,na,na,"['Just Compensation', 'Electronic Commerce', 'Indian Law', 'Labor Relations', 'Unfair Trade Practices', 'Multinational Corporations', 'Antitrust', 'Assignments', 'Intellectual Property', 'Nanotechnology', 'Tobacco', 'Cause of Action']",['Marine Resources'],['S Corporations']
608,608,na,na,na,na,na,na,['Legal Systems'],"['Trade Names', 'Debt']","[""Attorneys' Fees""]"
609,609,na,na,na,na,na,na,['Public Housing'],['Foster Care'],['Citizen Suit']
610,610,na,na,na,na,na,na,['Medical Care'],['Retirement'],"['Age Discrimination', 'Collateral Source Rule', 'Age']"
611,611,na,na,na,na,na,na,"['Federal Trade Commission', 'Medical Records', 'Radio', 'Carriers', 'Broadband', 'Oral Argument']",['Genetic Testing'],['Electricity']
612,612,na,na,na,na,na,na,"['Interpreters', 'Right to Education', 'Recusal', 'Admiralty']","['Motor Vehicles', 'Exclusionary Rule']",['Restitution']
613,613,na,na,na,na,na,na,['Sovereignty'],['Mail'],"['Disclaimers', 'Breach of Contract']"
614,614,na,na,na,na,na,na,"['Urban Development', 'Fair Market Value']",['Cartels'],['Land Use Planning']
615,615,na,na,na,na,na,na,"['Medical Malpractice', 'Malpractice']",['Commercial Code'],['Common-Law Marriage']
616,616,na,na,na,na,na,na,['Drug Trafficking'],['Methodology Of'],['Separation']
617,617,na,na,na,na,na,na,['Brokers'],['Common-Law Marriage'],['Federal Rules of Civil Procedure']
618,618,na,na,na,na,na,na,['Foreign Judgments'],"['Felony Murder', 'Felons']",['Fair Market Value']
619,619,na,na,na,na,na,na,['Sterilization'],['Legal Malpractice'],"['Trade Names', 'Debt']"
620,620,na,na,na,na,na,na,['Genocide'],['Procurement'],['Probate Law']
621,621,na,na,na,na,na,na,['Constitutions'],['Misconduct'],['Incompetents']
622,622,na,na,na,na,na,na,['Rape and Sexual Assault'],['Statutes'],['Parents']
623,623,na,na,na,na,na,na,['Birth Certificates'],"['Exports and Imports', 'International Law']","['Small Businesses', 'Banking', 'Privatization', 'Risk Management', 'Futures', 'Divorce', 'Securities Law', 'Repatriation', 'Banking and Finance', 'Medicare', 'Documents', 'Employees', 'Government']"
624,624,na,na,na,na,na,na,"['Immunity', 'Legal Profession', 'Forfeiture', 'Indictments', 'Health Maintenance Organizations', 'Housing Law', 'Class Actions', 'Vicarious Liability', 'Corporations', 'Equity', 'Immigrants', 'International Labor Law', 'Negligence', 'Liability', 'Independent Contractors', 'Compensatory Damages', 'Contractors', 'Agency', 'Hanging']",['Accounting'],['Water Law']
625,625,na,na,na,na,na,na,['Battered Women'],['Liquor'],['Genetic Testing']
626,626,na,na,na,na,na,na,"['Plaintiffs', 'Compensation', 'Democracy', 'Labor Law', 'Boycotts', 'Employment Practice', 'Retirement', 'Veterans']",['Banking Law'],['Defendants']
627,627,na,na,na,na,na,na,['Parents'],['Restitution'],['Affordable Housing']
628,628,na,na,na,na,na,na,['Legal History'],['Age'],"[""Workers' Compensation Law""]"
629,629,na,na,na,na,na,na,['Literature'],"['Medical Malpractice', 'Malpractice']",['Literature']
630,630,na,na,na,na,na,na,['Ninth Amendment'],['Residency'],['Discovery']
631,631,na,na,na,na,na,na,['Commerce'],['Costs'],['Disclosure Laws']
632,632,na,na,na,na,na,na,['Foster Care'],['State and Local Government Law'],"['Human Trafficking', 'Child Pornography']"
633,633,na,na,na,na,na,na,"['Industrial Design', 'Right to Trial', 'Trial by Jury', 'Intangible Property', 'States']",['Sovereignty'],['Investigations']
634,634,na,na,na,na,na,na,['Obligations'],['Constitutions'],['Data Mining']
635,635,na,na,na,na,na,na,"['Antidilution Laws', 'Dilution Laws']","['Housing Law', 'Racial Profiling', 'Law Enforcement', 'Air Law and Aviation', 'Age Discrimination']",['Reproductive Technology']
636,636,na,na,na,na,na,na,"['Punishment', 'Pardons', 'Psychiatry and Psychology']",['Socialism'],['Insanity']
637,637,na,na,na,na,na,na,['Methodology Of'],"['Interest Arbitration', 'Arbitration']","['Exports and Imports', 'International Law']"
638,638,na,na,na,na,na,na,['Insanity'],['Taxation-Federal Income'],['Sex']
639,639,na,na,na,na,na,na,['Economics'],['Restrictive Covenants'],['Franchising']
640,640,na,na,na,na,na,na,"['Libel and Slander', 'Email', 'Electronic Surveillance', 'Apologies']",['Law and Society'],['Family and Medical Leave']
641,641,na,na,na,na,na,na,"['Incompetents', 'Wages']",['Genetic Information'],['Professions']
642,642,na,na,na,na,na,na,['Customary Law'],"['Punishment', 'Psychiatry and Psychology']",['Foster Care']
643,643,na,na,na,na,na,na,['Ombudsmen'],['Agriculture Law'],['Urban Renewal']
644,644,na,na,na,na,na,na,['Deposit Insurance'],['Tax Returns'],"['Medical Malpractice', 'Malpractice']"
645,645,na,na,na,na,na,na,"['Legislative Bodies', 'Comparative Law']",['Disclosure Laws'],['Legal Literature']
646,646,na,na,na,na,na,na,"['Greenhouse Gases', 'Gasoline', 'Air Pollution', 'Rules and Regulations']","['Medical Devices', 'Licensing', 'Science and Technology', 'Nanotechnology', 'Tobacco']",['Censorship']
647,647,na,na,na,na,na,na,['Legal Malpractice'],"['Churches', 'Ecology', 'Damages', 'Mortgages', 'Commercial Law', 'Permits', 'Athletics', 'History', 'Second Amendment', 'Mixed Legal Systems']",['Personal Injury']
648,648,na,na,na,na,na,na,"['Primaries', 'Background Checks']",['Affordable Housing'],['Health Law and Policy']
649,649,na,na,na,na,na,na,['Affordable Housing'],['Censorship'],['War']
650,650,na,na,na,na,na,na,['Professions'],['Equal Protection'],['Boxing']
651,651,na,na,na,na,na,na,['International Economic Law'],"['Parents and Children', 'Cohabitation']",['Medical Care']
652,652,na,na,na,na,na,na,"['Court Records', 'Repatriation', 'Dividends', 'Legal Aid', 'Inventions', 'Libraries', 'Mandates']",['Tax Incentives'],['Legal Malpractice']
653,653,na,na,na,na,na,na,['Health Law and Policy'],"['Foreign Investment', 'International Relations', 'Non-Governmental Organizations (Ngos)', 'Industrial and Intellectual Property', 'Bills', 'Foreign Affairs', 'Developing Countries', 'Biography']","['Email', 'Electronic Surveillance']"
654,654,na,na,na,na,na,na,['Taxation'],['Ombudsmen'],"['Marijuana', 'Credit Unions']"
655,655,na,na,na,na,na,na,['General'],"['Roman Law', 'Marital Rape', 'Attainder', 'Tenth Amendment', 'Term Limits', 'Constitutional Courts', 'Graduation', 'Generally', 'Segregation']","['Rape', 'Offenses Against the Person', 'Sexting', 'Child Custody', 'Spouses', 'Presumptions', 'Protective Orders', 'Homicide', 'Domestic Violence']"
656,656,na,na,na,na,na,na,"['Infertility', 'Health Services', 'Fetal Experimentation']","['Local Government', 'Police']",['Genetics']
657,657,na,na,na,na,na,na,"['Self-Incrimination', 'Law Enforcement and Corrections', 'Fifth Amendment']",['Natural Gas'],['Pornography']
658,658,na,na,na,na,na,na,"['Judicial Discretion', 'Rebates', ""Workers' Compensation Law"", 'Administration of Justice', 'Full Faith and Credit', 'Law and Ethics', 'Undocumented Workers']",['Child Labor'],"['Cocaine', 'Child Abuse']"
659,659,na,na,na,na,na,na,['Jury'],['Wildlife'],['Agriculture Law']
660,660,na,na,na,na,na,na,['Freedom of Religion'],['Foreign Law'],['Treaties']
661,661,na,na,na,na,na,na,['Wind Energy'],"['Administration of Justice', 'Law and Ethics']",['Public Land']
662,662,na,na,na,na,na,na,['Urban Renewal'],['Jury'],"['Motor Vehicles', 'Self-Incrimination', 'Law Enforcement and Corrections', 'Fifth Amendment']"
663,663,na,na,na,na,na,na,['War'],['War'],['Ombudsmen']
664,664,na,na,na,na,na,na,"['Dogs', 'Lynching']",['Duty of Loyalty'],['Residency']
665,665,na,na,na,na,na,na,['International Court of Justice'],['Insurance Companies'],['Property Tax']
666,666,na,na,na,na,na,na,['Pipelines'],['Deposit Insurance'],['Deposit Insurance']
667,667,na,na,na,na,na,na,"['Separation of Powers', 'Labor-Management Relations']",['Ethics'],['Royalties']
668,668,na,na,na,na,na,na,['Tax Incentives'],['Legal Research'],['Insurance Companies']
669,669,na,na,na,na,na,na,"['Subsidies', 'Administrative Law', 'Petroleum', 'Environment', 'Industry', 'Revolution']",['Comparative Law'],['Rivers']
670,670,na,na,na,na,na,na,['Drug Testing'],['Mentally Retarded'],['Globalization']
671,671,na,na,na,na,na,na,"['Model Business Corporation Act', 'Insider Trading']",['Animal Law'],['Home Rule']
672,672,na,na,na,na,na,na,['Censorship'],"['Church and State', 'Religion']",['Commitment']
673,673,na,na,na,na,na,na,['Military Law'],['Sterilization'],['Assisted Suicide']
674,674,na,na,na,na,na,na,['Mentally Disabled'],['Customary Law'],"['Computer Crime', 'Freedom of the Press']"
675,675,na,na,na,na,na,na,['Automobiles'],['Reproductive Technology'],['Statutes of Repose']
676,676,na,na,na,na,na,na,['Private International Law'],"['Labor Law', 'Health']","['Industrial and Intellectual Property', 'Medical Devices', 'Industrial Design', 'Licensing']"
677,677,na,na,na,na,na,na,['Disclosure Laws'],['Accidents'],['Law and Society']
678,678,na,na,na,na,na,na,['Assisted Suicide'],['European Commission'],"['Interpreters', 'Right to Education', 'Mixed Legal Systems', 'Recusal']"
679,679,na,na,na,na,na,na,['Environmental Law'],"['Children', 'Victims']",['Freedom of Religion']
680,680,na,na,na,na,na,na,['Insurance Law'],['Water Law'],['Duty of Loyalty']
681,681,na,na,na,na,na,na,['Taxation-State and Local'],['Business Judgment Rule'],['Eleventh Amendment']
682,682,na,na,na,na,na,na,['Banking Law'],['Family and Medical Leave'],"['Highways', 'Land Use']"
683,683,na,na,na,na,na,na,['State and Local Government Law'],['Ultra Vires'],['Drug Testing']
684,684,na,na,na,na,na,na,['Statutory Construction'],['Fees'],['Gambling']
685,685,na,na,na,na,na,na,['Foreign Corporations'],['Medical Care'],['Commerce']
686,686,na,na,na,na,na,na,['Child Labor'],"['Emigration and Immigration', 'International Criminal Court', 'Terrorism', 'National Security', 'Crimes', 'Sentencing', ""Victims' Rights"", 'Sentencing and Punishment', 'Social Welfare']",['Oil']
687,687,na,na,na,na,na,na,"[""Victims' Rights"", 'Benefit Corporations', 'Education Law', 'Aliens']",['Birth Certificates'],"['Indian Law', 'Labor Relations', 'Multinational Corporations', 'Antitrust', 'Assignments', 'Intellectual Property']"
688,688,na,na,na,na,na,na,['Socialism'],"['Duty to Warn', 'Administration Law']",['Business Judgment Rule']
689,689,na,na,na,na,na,na,['Internet'],['International Economic Law'],['Managed Care']
690,690,na,na,na,na,na,na,['Managed Care'],['Aliens'],['Mass Media']
691,691,na,na,na,na,na,na,['Philanthropy'],['Social Networks'],['Conservation']
692,692,na,na,na,na,na,na,"['Roman Law', 'International Criminal Court', 'Jr', 'Appellate Review', 'Civil War', 'Lobbying', 'Summary Judgment', 'Term Limits', 'Self-Determination', 'Academic Freedom', 'Schools', 'Legal Ethics', 'Criminal Law', 'Anthropology', 'Graduation', 'Law Students']","['Curriculum', 'Ownership']",['Torts']
693,693,na,na,na,na,na,na,['Social Networks'],['State Action'],"['Churches', 'Maritime Law', 'Federalism', 'Regulation', 'Interest', 'Equity', 'Petroleum', 'Property', 'Summary Judgment', 'Immigrants', 'Prescription', 'Independent Contractors', 'Contractors', 'History', 'Agency', 'Biography']"
694,694,na,na,na,na,na,na,['Environmental Justice'],['Commitment'],['Living Wills']
695,695,na,na,na,na,na,na,['Unions'],"['Aiding and Abetting', 'International Organization', 'World Politics']","['Infertility', 'Health Services']"
696,696,na,na,na,na,na,na,['Creditors'],['Investment Advisers'],['Banking Law']
697,697,na,na,na,na,na,na,"['Public Officials', 'Criminal Procedure']",['Medical Marijuana'],['English Language']
698,698,na,na,na,na,na,na,['Home Rule'],['Health Law and Policy'],['International Economic Law']
699,699,na,na,na,na,na,na,['Liens'],"['Sedition', 'Community Service', 'Shield Laws']",['Corporate Taxation']
700,700,na,na,na,na,na,na,na,['Sound Recordings'],['Islamic Law']
701,701,na,na,na,na,na,na,na,['Governors'],['State and Local Government Law']
702,702,na,na,na,na,na,na,na,['Natural Law'],['Jury']
703,703,na,na,na,na,na,na,na,['Traffic Laws'],['Social Networks']
704,704,na,na,na,na,na,na,na,"['Just Compensation', 'Indian Law', 'Labor Relations', 'Multinational Corporations', 'Assignments', 'Intellectual Property', 'Cause of Action']","['Public Finance', 'Neutrality', 'Identification', 'Euthanasia', 'Fourteenth Amendment', 'Suicide', 'Persons', 'Discrimination', 'Liberty', 'Vouchers']"
705,705,na,na,na,na,na,na,na,"['Utilities', 'Poultry']",['Eminent Domain']
706,706,na,na,na,na,na,na,na,['Feminism'],['Asbestos']
707,707,na,na,na,na,na,na,na,['Gasoline'],"['Hospitals', 'Supreme Court of the United States']"
708,708,na,na,na,na,na,na,na,['Copyright'],['Governors']
709,709,na,na,na,na,na,na,na,['Police Power'],['International Court of Justice']
710,710,na,na,na,na,na,na,na,['Freedom of Association'],['Marine Resources']
711,711,na,na,na,na,na,na,na,"['Appellate Courts', 'Scientific Evidence']",['Obligations']
712,712,na,na,na,na,na,na,na,['Insurance: Liability'],['Taxation-State and Local']
713,713,na,na,na,na,na,na,na,['Statutory Construction'],['Estoppel']
714,714,na,na,na,na,na,na,na,['Economics'],['Investment Advisers']
