,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Elder Law Journal,Vol.  23,1 (2015),2015,41,82,41-82
0,Michigan State University Journal of Medicine and Law,Vol.  17,2 (Spring 2013),2013,153,196,153-196
0,Virginia Tax Review,Vol.  9,2 (Fall 1989),1989,243,272,243-272
0,Idaho Law Review,Vol.  47,3 (2011),2011,385,440,385-440
0,Minnesota Journal of Global Trade,Vol.  9,2 (Summer 2000),2000,594,601,594-601
0,University of Pittsburgh Law Review,Vol.  30,3 (Spring 1969),1969,553,560,553-560
0,Tax Lawyer ,Vol.  63,3 (Spring 2010),2010,375,410,375-410
0,Victoria University of Wellington Law Review,Vol.  34,2 (June 2003),2003,407,422,407-422
0,Family Law Quarterly,Vol.  30,1 (Sping 1996),1996,173,198,173-198
0,Nanotechnology Law & Business,Vol.  1,2 (2004),2004,185,193,185-193
0,Uniform Commercial Code Law Journal,Vol.  10,1 (Summer 1977),1977,3,37,3-37
0,Hong Kong Law Journal,Vol.  8,,,222,222,222-222
0,University of Pittsburgh Law Review,Vol.  30,4 (Summer 1969),1969,715,734,715-734
0,Nebraska Law Review,Vol.  71,1 (1992),1992,192,208,192-208
0,Hong Kong Law Journal,Vol.  9,,,136,143,136-143
0,Nanotechnology Law & Business,Vol.  1,1 (2004),2004,10,23,10-23
0,Nanotechnology Law & Business,Vol.  4,4 (Winter 2007),2007,423,432,423-432
0,Tax Lawyer,Vol.  41,4 (Summer 1988),1988,831,846,831-846
0,Hong Kong Law Journal,Vol.  7,,,366,373,366-373
0,Hong Kong Law Journal,Vol.  8,,,73,75,73-75
0,Hong Kong Law Journal,Vol.  9,,,68,69,68-69
0,Hong Kong Law Journal,Vol.  9,,,165,166,165-166
0,Southern California Law Review,Vol.  38,1 (1965),1965,136,143,136-143
0,ACTEC Law Journal,Vol.  41,2-3 (Fall 2015 - Winter 2016),2015,331,380,331-380
0,Idaho Law Review,Vol.  52,2 (2016),2016,507,546,507-546
0,Journal of Legal Aspects of Sport,Vol.  13,3 (Fall 2003),2003,265,288,265-288
0,Nanotechnology Law and Business,Vol.  12,2 (Fall 2015),2015,81,91,81-91
0,Nanotechnology Law & Business,Vol.  8,4 (Winter 2011-2012),2011,246,251,246-251
0,Yale Journal of International Affairs,Vol.  10,,,91,96,91-96
0,Judicature,Vol.  55,7 (March 1972),1972,271,276,271-276
0,Queensland University of Technology Law Journal,Vol.  4,,,197,200,197-200
0,Legal Information Management,Vol.  1,4 (Winter,,40,44,40-44
0,Hong Kong Law Journal,Vol.  8,,,224,225,224-225
0,Hong Kong Law Journal,Vol.  8,,,225,226,225-226
0,Hong Kong Law Journal,Vol.  8,,,229,230,229-230
0,Hong Kong Law Journal,Vol.  8,,,236,238,236-238
0,Hong Kong Law Journal,Vol.  9,,,4,55,4-55
0,Hong Kong Law Journal,Vol.  9,,,60,63,60-63
0,Hong Kong Law Journal,Vol.  9,,,69,70,69-70
0,Hong Kong Law Journal,Vol.  9,,,164,164,164-164
0,Hong Kong Law Journal,Vol.  9,,,166,167,166-167
0,Canadian Law Libraries,Vol.  28,4 (Autumn 2003),2003,172,173,172-173
0,University of Toledo Law Review,Vol.  34,1 (Fall 2002),2002,127,132,127-132
0,University of Pittsburgh Law Review,Vol.  33,2 (Winter 1971),1971,231,242,231-242
0,Idaho Law Review,Vol.  38,3 (2002),2002,523,524,523-524
0,Green Bag,Vol.  14,12 (December 1902),1902,605,606,605-606
0,Journal of Legal Aspects of Sport,Vol.  16,2 (Summer 2006),2006,197,216,197-216
0,Advocate (Idaho State Bar),Vol.  43,,,11,15,11-15
0,Advocate (Idaho State Bar),Vol.  38,,,8,33,8-33
0,Journal of Legal Aspects of Sport,Vol.  23,1 (2013),2013,1,2,1-2
0,"Journal of Law, Economics and Organization",Vol.  8,3 (October 1992),1992,523,546,523-546
0,Washington University Law Quarterly,Vol.  72,3 (Fall 1994),1994,849,872,849-872
0,Journal of Dispute Resolution,Vol.  1993,2 (1993),1993,397,438,397-438
0,Texas International Law Forum,Vol.  5,2 (Winter 1969),1969,245,283,245-283
0,EPA Journal,Vol.  10,10 (December 1984),1984,8,9,8-9
0,Texas International Law Forum,Vol.  4,2 (Summer 1968),1968,507,523,507-523
0,Army Lawyer,Vol.  2007,4 (April 2007),2007,17,19,17-19
0,Nevada Lawyer,Vol.  24,9 (September 2016),2016,20,26,20-26
0,EPA Journal,Vol.  10,5 (June 1984),1984,2,3,2-3
0,European Procurement & Public Private Partnership Law Review,Vol.  7,4 (2012),2012,228,241,228-241
0,International Financial Law Review ,Vol.  24,12 (December 2005),2005,23,24,23-24
0,Legal Administrator,Vol.  1,1 (January 1982),1982,10,11,10-11
0,Harvard Law Review ,Vol.  93,7 (May 1980),1980,1510,1539,1510-1539
0,Loyola of Los Angeles Law Review,Vol.  38,3 (Spring 2005),2005,1021,1092,1021-1092
0,Buffalo Law Review,Vol.  42,3 (Fall 1994),1994,653,714,653-714
0,Oregon Law Review ,Vol.  86,2 (2007),2007,533,598,533-598
0,New York University Law Review,Vol.  68,1 (April 1993),1993,185,[ii],185-[ii]
0,American Journal of Legal History,Vol.  38,4 (October 1994),1994,452,481,452-481
0,Loyola of Los Angeles Law Review,Vol.  34,3 (April 2001),2001,1023,1032,1023-1032
0,Loyola of Los Angeles Law Review,Vol.  38,3 (Spring 2005),2005,1009,1020,1009-1020
0,Loyola of Los Angeles Law Review,Vol.  42,4 (Summer 2009),2009,859,868,859-868
0,Loyola of Los Angeles Law Review,Vol.  39,2 (August 2006),2006,683,690,683-690
0,Loyola of Los Angeles Law Review ,Vol.  40,2 (Winter 2007),2007,539,550,539-550
0,Harvard Law Review ,Vol.  93,1 (November 1979),1979,161,171,161-171
0,Loyola of Los Angeles Law Review,Vol.  41,4 (Summer 2008),2008,1143,1148,1143-1148
0,Houston Law Review,Vol.  36,2 (Summer 1999),1999,397,470,397-470
0,Georgia Law Review,Vol.  39,3 (Spring 2005),2005,733,838,733-838
0,University of Pittsburgh Law Review,Vol.  63,4 (Summer 2002),2002,743,766,743-766
0,Virginia Journal of International Law,Vol.  43,1 (Fall 2002),2002,93,172,93-172
0,William and Mary Bill of Rights Journal ,Vol.  15,3 (February 2007),2007,765,836,765-836
0,Fordham International Law Journal,Vol.  32,4 (April 2009),2009,1209,1335,1209-1335
0,Georgetown Law Journal,Vol.  97,4 (April 2009),2009,1001,1056,1001-1056
0,University of Pittsburgh Law Review,Vol.  64,2 (Winter 2003),2003,237,262,237-262
0,Boston University Law Review,Vol.  90,5 (October 2010),2010,1973,2030,1973-2030
0,Lewis & Clark Law Review,Vol.  9,4 (Winter 2005),2005,853,878,853-878
0,Lewis & Clark Law Review,Vol.  16,3 (Fall 2012),2012,827,866,827-866
0,University of Pennsylvania Law Review PENNumbra,Vol.  156,,,356,378,356-378
0,Lewis & Clark Law Review,Vol.  19,3 (2015),2015,607,642,607-642
0,Mental and Physical Disability Law Reporter,Vol.  18,3 (May-June 1994),1994,320,336,320-336
0,Lewis & Clark Law Review,Vol.  13,1 (Spring 2009),2009,35,72,35-72
0,Vanderbilt Journal of Transnational Law,Vol.  35,1 (January 2002),2002,73,150,73-150
0,University of Pennsylvania Journal of International Law,Vol.  35,2 (Winter 2013),2013,299,378,299-378
0,Journal of National Security Law & Policy,Vol.  1,2 (2005),2005,253,284,253-284
0,Mental and Physical Disability Law Reporter,Vol.  12,5 (September-October 1988),1988,398,406,398-406
0,Oklahoma Law Review,Vol.  64,2 (Winter 2012),2012,161,170,161-170
0,Oklahoma Law Review,Vol.  65,1 (Fall 2012),2012,1,40,1-40
0,Albany Law Review,Vol.  71,3 (2008),2008,885,906,885-906
0,Loyola of Los Angeles International and Comparative Law Review,Vol.  25,3 (Summer 2003),2003,543,580,543-580
0,Melbourne Journal of International Law,Vol.  6,2 (October 2005),2005,516,533,516-533
0,Mental and Physical Disability Law Reporter,Vol.  11,,,378,385,378-385
0,Texas Law Review See Also,Vol.  88,,,65,78,65-78
0,Mental and Physical Disability Law Reporter,Vol.  13,2 (March-April 1989),1989,82,87,82-87
0,Tulsa Law Review,Vol.  40,4 (Summer 2005),2005,639,670,639-670
0,Lewis & Clark Law Review,Vol.  11,1 (Spring 2007),2007,1,16,1-16
0,Mental and Physical Disability Law Reporter,Vol.  12,12 (November-December 1988),1988,486,492,486-492
0,Criminal Justice,Vol.  24,2 (Summer 2009),2009,20,29,20-29
0,Brigham Young University Law Review,Vol.  2015,6 (2015),2015,1581,1638,1581-1638
0,Mental & Physical Disability Law Reporter,Vol.  26,3 (May-June 2002),2002,393,398,393-398
0,Mental and Physical Disability Law Reporter,Vol.  11,,,218,223,218-223
0,Mental and Physical Disability Law Reporter,Vol.  11,,,74,78,74-78
0,Mental and Physical Disability Law Reporter,Vol.  13,4 (July-August 1989),1989,318,322,318-322
0,Mental and Physical Disability Law Reporter,Vol.  14,3 (May-June 1990),1990,198,202,198-202
0,Ohio State Journal of Criminal Law ,Vol.  4,1 (Fall 2006),2006,11,14,11-14
0,Ohio State Journal of Criminal Law,Vol.  6,1 (Fall 2008),2008,323,334,323-334
0,Law and Literature ,Vol.  19,2 (Summer 2007),2007,207,228,207-228
0,Mental and Physical Disability Law Reporter,Vol.  11,,,152,159,152-159
0,Mental and Physical Disability Law Reporter,Vol.  12,2 (March-April 1988),1988,114,117,114-117
0,Mental and Physical Disability Law Reporter,Vol.  10,,,334,338,334-338
0,International Legal Materials,Vol.  52,2 (2013),2013,440,495,440-495
0,Tennessee Law Review,Vol.  84,3 (Spring 2017),2017,639,670,639-670
0,North Carolina State Bar Quarterly,Vol.  39,3 (Summer 1992),1992,32,33,32-33
0,Clearinghouse Review,Vol.  13,10 (February 1980),1980,765,766,765-766
0,Law & Society Review,Vol.  48,2 (2014),2014,484,485,484-485
0,GP Solo & Small Firm ,Vol.  16,5 (Juy/August 1999),1999,56,57,56-57
0,Compleat Lawyer,Vol.  6,1 (Winter 1989),1989,10,15,10-15
0,William Mitchell Law Review,Vol.  36,5 (2010),2010,5141,5156,5141-5156
0,Willamette Journal of International Law and Dispute Resolution,Vol.  20,s 1 & 2 (2012),2012,57,78,57-78
0,Lewis & Clark Law Review,Vol.  11,4 (Winter 2007),2007,835,836,835-836
0,Mental & Physical Disability Law Reporter,Vol.  26,4 (July-August 2002),2002,603,608,603-608
0,Mental and Physical Disability Law Reporter,Vol.  11,1 (January-February 1987),1987,2,6,2-6
0,Mental and Physical Disability Law Reporter,Vol.  12,4 (July-August 1988),1988,322,332,322-332
0,Mental and Physical Disability Law Reporter,Vol.  13,5 (September-October 1989),1989,418,422,418-422
0,Mental and Physical Disability Law Reporter,Vol.  13,6 (November-December 1989),1989,498,501,498-501
0,Mental and Physical Disability Law Reporter,Vol.  13,1 (January-February 1989),1989,2,14,2-14
0,Mental and Physical Disability Law Reporter,Vol.  14,1 (January-February 1990),1990,2,4,2-4
0,Mental and Physical Disability Law Reporter,Vol.  14,4 (July-August 1990),1990,292,298,292-298
0,Mental and Physical Disability Law Reporter,Vol.  12,1 (January-February 1988),1988,2,9,2-9
0,Mental and Physical Disability Law Reporter,Vol.  12,3 (May-June 1988),1988,234,237,234-237
0,Mental and Physical Disability Law Reporter,Vol.  11,,,306,311,306-311
0,Mental and Physical Disability Law Reporter,Vol.  8,4 (July-August 1984),1984,340,360,340-360
0,Mental and Physical Disability Law Reporter,Vol.  10,,,516,522,516-522
0,Mental and Physical Disability Law Reporter,Vol.  16,4 (July-August 1992),1992,362,367,362-367
0,Criminal Justice Ethics,Vol.  31,1 (April 2012),2012,53,[xii],53-[xii]
0,Columbia Law Review,Vol.  91,2 (March 1991),1991,261,333,261-333
0,Texas Law Review,Vol.  68,2 (December 1989),1989,277,352,277-352
0,Yale Journal on Regulation,Vol.  9,2 (Summer 1992),1992,277,354,277-354
0,Indiana Journal of Global Legal Studies,Vol.  9,1 (Fall 2001),2001,207,264,207-264
0,William and Mary Environmental Law and Policy Review,Vol.  27,1 (Fall 2002),2002,13,78,13-78
0,Indiana Law Journal,Vol.  73,3 (Summer 1998),1998,903,958,903-958
0,University of Cincinnati Law Review,Vol.  63,4 (Summer 1995),1995,1643,1678,1643-1678
0,Ecology Law Quarterly ,Vol.  35,4 (2008),2008,721,770,721-770
0,Harvard Environmental Law Review,Vol.  23,1 (1999),1999,93,140,93-140
0,Texas Law Review,Vol.  86,7 (June 2008),2008,1365,1408,1365-1408
0,Harvard Civil Rights-Civil Liberties Law Review ,Vol.  15,3 (Winter 1980),1980,753,778,753-778
0,Journal of Natural Resources & Environmental Law,Vol.  13,2 (1997-1998),1997,243,288,243-288
0,Indiana Journal of Global Legal Studies,Vol.  9,1 (Fall 2001),2001,1,12,1-12
0,Yale Journal on Regulation,Vol.  15,2 (Summer 1998),1998,269,328,269-328
0,Indiana Law Journal,Vol.  83,2 (Spring 2008),2008,399,406,399-406
0,Ecology Law Quarterly,Vol.  26,2 (1999),1999,350,400,350-400
0,Northern Kentucky Law Review,Vol.  25,1 (Fall 1997),1997,71,110,71-110
0,Natural Resources & Environment,Vol.  14,4 (Spring 2000),2000,219,222,219-222
0,Litigation,Vol.  19,3 (Spring 1993),1993,17,22,17-22
0,Journal of Natural Resources & Environmental Law,Vol.  9,2 (1993-1994),1993,211,236,211-236
0,Akron Law Review,Vol.  16,2 (Fall 1982),1982,189,242,189-242
0,New York University Environmental Law Journal,Vol.  17,1 (2008),2008,757,782,757-782
0,Brandeis Law Journal,Vol.  38,2 (2000),2000,217,228,217-228
0,Natural Resources & Environment,Vol.  14,4 (Spring 2000),2000,269,272,269-272
0,Administrative Law Review,Vol.  42,2 (Spring 1990),1990,307,322,307-322
0,University of Cincinnati Law Review,Vol.  68,1 (Fall 1999),1999,65,122,65-122
0,Arizona State Law Journal,Vol.  21,3 (Fall 1989),1989,621,662,621-662
0,Notre Dame Law Review,Vol.  70,2 (1994),1994,193,258,193-258
0,Vermont Law Review,Vol.  4,1 (Spring 1979),1979,189,202,189-202
0,San Diego Law Review,Vol.  48,1 (February-March 2011),2011,447,478,447-478
0,Ohio Lawyer,Vol.  31,4 (July/August 2017),2017,16,19,16-19
0,University of Memphis Law Review,Vol.  48,3 (Spring 2018),2018,825,888,825-888
0,Harvard Law Review ,Vol.  99,7 (May 1986),1986,1458,1661,1458-1661
0,Yale Law Journal ,Vol.  108,4 (January 1999),1999,677,800,677-800
0,University of Pennsylvania Law Review,Vol.  155,6 (June 2007),2007,1961,1980,1961-1980
0,Georgetown Law Journal,Vol.  87,3 (February 1999),1999,749,794,749-794
0,Ecology Law Quarterly,Vol.  22,2 (1995),1995,325,358,325-358
0,Law and Contemporary Problems,Vol.  68,s 3 & 4 (Summer/Autumn 2005),2005,1,14,1-14
0,Duke Journal of Comparative & International Law,Vol.  13,3 (Summer 2003),2003,207,262,207-262
0,Ecology Law Quarterly,Vol.  27,4 (2001),2001,1295,1372,1295-1372
0,Columbia Journal of Environmental Law,Vol.  17,1 (1992),1992,1,52,1-52
0,Duke Environmental Law & Policy Forum,Vol.  7,1 (Fall 1996),1996,1,24,1-24
0,Arizona Journal of International and Comparative Law,Vol.  9,1 (1992),1992,83,114,83-114
0,UCLA Law Review,Vol.  55,6 (August 2008),2008,1805,1826,1805-1826
0,St. John's Law Review,Vol.  62,3 (Spring 1988),1988,429,442,429-442
0,Duke Environmental Law & Policy Forum,Vol.  11,1 (Fall 2000),2000,89,138,89-138
0,Harvard Journal of Law & Public Policy,Vol.  37,2 (Spring 2014),2014,447,522,447-522
0,Law and Contemporary Problems,Vol.  78,4 (2015),2015,1,30,1-30
0,New York University Environmental Law Journal,Vol.  17,1 (2008),2008,210,255,210-255
0,Duke Journal of Comparative & International Law,Vol.  19,3 (Spring 2009),2009,515,534,515-534
0,"Risk: Health, Safety & Environment ",Vol.  9,1 (Winter 1998),1998,39,82,39-82
0,Duke Environmental Law & Policy Forum,Vol.  8,1 (Fall 1997),1997,1,22,1-22
0,Law and Contemporary Problems,Vol.  78,4 (2015),2015,103,136,103-136
0,Journal of Land Use & Environmental Law,Vol.  32,1 (Fall 2016),2016,1,74,1-74
0,Tulsa Law Review ,Vol.  43,4 (Summer 2008),2008,933,946,933-946
0,Law and Contemporary Problems,Vol.  80,1 (2017),2017,135,162,135-162
0,Duke Environmental Law & Policy Forum,Vol.  9,1 (Fall 1998),1998,1,8,1-8
0,European Journal of Risk Regulation,Vol.  4,2 (2013),2013,311,320,311-320
0,European Journal of Risk Regulation (EJRR),Vol.  8,1 (March 2017),2017,4,9,4-9
0,Goettingen Journal of International Law,Vol.  7,2 (2016),2016,195,224,195-224
0,American Journal of Tax Policy,Vol.  11,2 (Fall 1994),1994,225,298,225-298
0,Tax Lawyer,Vol.  45,4 (Summer 1992),1992,915,970,915-970
0,Emory Law Journal ,Vol.  38,3 (Summer 1989),1989,661,700,661-700
0,Family Law Quarterly,Vol.  30,1 (Sping 1996),1996,1,22,1-22
0,Florida State University Law Review,Vol.  16,1 (Spring 1988),1988,41,102,41-102
0,John Marshall Law Review,Vol.  42,4 (Summer 2009),2009,837,878,837-878
0,Oklahoma City University Law Review,Vol.  25,s 1 and 2 (Spring and Summer 2000),2000,379,434,379-434
0,Chapman Law Review,Vol.  2,,,95,132,95-132
0,Ohio Staw Law Journal,Vol.  57,1 (1996),1996,145,202,145-202
0,North Carolina Law Review,Vol.  76,5 (June 1998),1998,1653,1686,1653-1686
0,Florida Tax Review,Vol.  17,10 (2015),2015,725,815,725-815
0,Loyola Law Review,Vol.  35,1 (1989),1989,117,142,117-142
0,Stanford Law & Policy Review,Vol.  9,2 (Spring 1998),1998,289,302,289-302
0,New York Law School Journal of Human Rights,Vol.  16,1 (1999),1999,359,374,359-374
0,University of Michigan Journal of Law Reform,Vol.  26,4 (Summer 1993),1993,785,816,785-816
0,Law Review of Michigan State University Detroit College of Law,Vol.  1999,1 (Spring 1999),1999,187,214,187-214
0,Ohio State Law Journal,Vol.  65,1 (2004),2004,145,184,145-184
0,Tax Lawyer,Vol.  54,1 (Fall 2000),2000,143,184,143-184
0,American Journal of Tax Policy,Vol.  14,2 (Fall 1997),1997,299,360,299-360
0,Pierce Law Review,Vol.  2,2 (2004),2004,131,156,131-156
0,Oklahoma Law Review ,Vol.  60,1 (Spring 2007),2007,53,72,53-72
0,St. Thomas Law Review,Vol.  19,1 (Fall 2006),2006,137,150,137-150
0,Southern California Review of Law and Women's Studies,Vol.  6,2 (Spring 1997),1997,553,586,553-586
0,University of Pennsylvania Law Review,Vol.  163,3 (February 2015),2015,755,832,755-832
0,Elder Law Journal,Vol.  21,2 (2013),2013,375,418,375-418
0,Oklahoma Law Review,Vol.  48,1 (Spring 1995),1995,63,78,63-78
0,John Marshall Law Review,Vol.  46,3 (Spring 2013),2013,631,680,631-680
0,University of Pittsburgh Law Review,Vol.  56,3 (Spring 1995),1995,589,626,589-626
0,Tax Lawyer,Vol.  66,3 (Spring 2013),2013,613,652,613-652
0,University of Michigan Journal of Law Reform,Vol.  11,1 (Fall 1977),1977,162,174,162-174
0,Employee Rights and Employment Policy Journal,Vol.  5,1 (2001),2001,297,326,297-326
0,Journal of Law in Society,Vol.  9,2 (Summer 2008),2008,1,28,1-28
0,Chapman Law Review,Vol.  18,1 (Fall 2014),2014,221,242,221-242
0,Clearinghouse Review,Vol.  26,5 (September 1992),1992,519,522,519-522
0,Journal of the National Association of Administrative Law Judges,Vol.  13,1 (Spring 1993),1993,5,80,5-80
0,Employee Rights and Employment Policy Journal,Vol.  5,1 (2001),2001,351,369,351-369
0,Suffolk University Law Review ,Vol.  41,4 (2008),2008,739,758,739-758
0,Hofstra Labor & Employment Law Journal,Vol.  26,2 (Spring 2009),2009,475,496,475-496
0,Northern Kentucky Law Review,Vol.  16,2 (1989),1989,299,310,299-310
0,Oklahoma Bar Journal,Vol.  76,9 (March 12,12,657,662,657-662
0,eJournal of Tax Research,Vol.  8,2 (December 2010),2010,128,161,128-161
0,Connecticut Insurance Law Journal,Vol.  23,1 (2016-2017),2016,31,142,31-142
0,ABA Journal of Labor and Employment Law,Vol.  28,1 (Fall 2012),2012,27,42,27-42
0,Pace Law Review,Vol.  37,1 (Fall 2016),2016,204,291,204-291
0,Journal of Tax Practice & Procedure ,Vol.  8,4 (August-September 2006),2006,17,61,17-61
0,Akron Tax Journal,Vol.  5,,,65,74,65-74
0,Journal of Tax Practice & Procedure,Vol.  3,4 (August-September 2001),2001,17,20,17-20
0,Journal of Tax Practice and Procedure,Vol.  11,1 (February-March 2009),2009,21,49,21-49
0,European Journal of Social Security,Vol.  19,2 (June 2017),2017,186,206,186-206
0,John Marshall Law Review,Vol.  41,4 (Summer 2008),2008,[xvii],[xxii],[xvii]-[xxii]
0,Experience,Vol.  3,4 (Summer 1993),1993,21,29,21-29
0,Tax Executive,Vol.  59,1 (January-February 2007),2007,55,56,55-56
0,Employee Rights and Employment Policy Journal,Vol.  6,1 (2002),2002,83,128,83-128
0,Virginia Law Review,Vol.  73,6 (September 1987),1987,1011,1108,1011-1108
0,Iowa Law Review,Vol.  70,5 (June 1985),1985,1187,1278,1187-1278
0,University of Chicago Law Review,Vol.  46,1 (Fall 1978),1978,155,235,155-235
0,Howard Law Journal,Vol.  32,4 (1989),1989,771,802,771-802
0,Transnational Law & Contemporary Problems,Vol.  21,3 (Winter 2013),2013,763,808,763-808
0,Transnational Law & Contemporary Problems,Vol.  18,1 (Winter 2009),2009,45,68,45-68
0,Iowa Law Review,Vol.  75,4 (May 1990 ),1990,877,890,877-890
0,Transnational Law & Contemporary Problems,Vol.  6,1 (Spring 1996),1996,91,122,91-122
0,Transnational Law & Contemporary Problems,Vol.  1,1 (Spring 1991),1991,81,124,81-124
0,Transnational Law & Contemporary Problems,Vol.  12,1 (Spring 2002),2002,13,32,13-32
