,Title,Paper Type,List Author,Author(s),Number of Authors,Journal,Journal,Vol,Issue,Issue Year,First Page,Last Page,BBCite,BBCite Year,Cited (articles),Cited (cases),Accessed,Topics,ID
17,Is E.U. Merger Control Used for Protectionsim: An Empirical Analysis,article,Robert Jackson,"Bradford, Anu (Cited 192 times); Jackson, Robert J. Jr. (Cited 322 times); Zytnick, Jonathan (Cited 1 times)",3,"Journal of Empirical Legal Studies, Vol. 15, Issue 1 (March 2018), pp. 165-191",Journal of Empirical Legal Studies,Vol.  15,1 (March 2018),2018,165,191,,,1,0,0,"International Trade, Trade Regulation, Comparative Law, European Commission, Evidence",5470
18,How Does Legal Enforceability Affect Consumer Lending: Evidence from a Natural Experiment,article,Robert Jackson,"Honigsberg, Colleen (Cited 17 times); Jackson, Robert J. Jr. (Cited 322 times); Squire, Richard (Cited 231 times)",3,"Journal of Law & Economics, Vol. 60, Issue 4 (November 2017), pp. 673-712",Journal of Law & Economics,Vol.  60,4 (November 2017),2017,673,712,,,1,0,0,"Banking and Finance, Evidence, Housing Law, Bankruptcy Law, Foreclosure, State and Local Government Law, Constitutional Law",5470
19,Equity - Injunction - Federal Court under Duty to Restrain State Criminal Proceeding Where Irreparable Injury to a National Interest Is Threatened,notes,Robert Jackson,"Jackson, Robert J. (Cited 4 times); Manashil, Ned W. (Cited 3 times)",2,"Villanova Law Review, Vol. 7, Issue 4 (Summer 1962), pp. 693-696",Villanova Law Review,Vol.  7,4 (Summer 1962),1962,693,696,7 Vill. L. Rev. 693 (Summer 1962),1962,1,0,0,"Equity, Interest, Constitutional Rights, Injunctions, Appeals, Courts",5470
20,Equity - Private Associations - Court Will Order Admission of Qualified Physician to County Medical Society,notes,Robert Jackson,"Jackson, Robert J. (Cited 4 times)",1,"Villanova Law Review, Vol. 7, Issue 1 (Fall 1961), pp. 140-143",Villanova Law Review,Vol.  7,1 (Fall 1961),1961,140,143,7 Vill. L. Rev. 140 (Fall 1961),1961,1,1,0,"Equity, Expulsion, Judicial Review",5470
21,The Unreformed Canadian House of Commons,notes,Robert Jackson,"Jackson, Robert J. (Cited 4 times)",1,"Cahiers de Droit, Vol. 26, Issue 1 (1985), pp. 161-174",Cahiers de Droit,Vol.  26,1 (1985),1985,161,174,26 C. de D. 161 (1985),1985,0,0,0,"Investigations, Legislation, History",5470
22,War Perils in the Responsibility to Protect,article,Robert Jackson,"Jackson, Robert (Cited 3 times)",1,"Global Responsibility to Protect, Vol. 2, Issue 3 (2010), pp. 315-319",Global Responsibility to Protect,Vol.  2,3 (2010),2010,315,319,2 Global Resp. Protect 315 (2010),2010,0,0,8,"Women, Genocide, Law, Methodology Of, Human Rights, Humanitarian Law, International Law",5470
23,An International Development Authority,article,Robert Jackson,"Jackson, Robert (Cited 3 times)",1,"Foreign Affairs, Vol. 37, Issue 1 (October 1958), pp. 54-68",Foreign Affairs,Vol.  37,1 (October 1958),1958,54,68,37 Foreign Aff. 54 (1958-1959),1958,0,0,4,"Economic Development, Investment, Foreign Investment",5470
24,Consensus and Division in French Political Behaviour,article,Robert Jackson,"Jackson, Robert (Cited 3 times)",1,"International Journal, Vol. 23, Issue 2 (1967-1968), pp. 287-290",International Journal,Vol.  23,2 (1967-1968),1967,287,290,23 Int'l J. 287 (1967-1968),1967,0,0,0,"Sales, Government, Legislative Bodies",5470
25,"Consensus, Compromise, and Crusades: The Domestic Politics of European Security",article,Robert Jackson,"Jackson, Robert J. (Cited 4 times)",1,"International Journal, Vol. 40, Issue 1 (Winter 1984-1985), pp. 145-159",International Journal,Vol.  40,1 (Winter 1984-1985),1984,145,159,40 Int'l J. 145 (1984-1985),1984,0,0,4,"Military Law, Securities, International Law, National Defense",5470
26,How to Effectively Represent Your Clients in an Adult,article,Robert Jackson,"Jackson, Robert (Cited 3 times); Haque, Amber",2,"Journal of Tax Practice and Procedure, Vol. 14, Issue 5 (October-November 2012), pp. 41-64",Journal of Tax Practice and Procedure,Vol.  14,5 (October-November 2012),2012,41,64,14 J. Tax Prac. & Proc. 41 (2012-2013),2012,0,0,0,"Sales, Appeals, Dispute Resolution",5470
27,Intellectual Disability and the Law: Noticing the Negative and Ignoring the Obvious,article,Robert Jackson,"Jackson, Robert (Cited 3 times); Cockran, Judith; Underwood, Roderic",3,"Psychiatry, Psychology and Law, Vol. 1, Issue 2 (November 1994), pp. 161-170","Psychiatry, Psychology and Law",Vol.  1,2 (November 1994),1994,161,170,1 Psychiatry Psychol. & L. 161 (1994),1994,0,0,7,"Disability, Arrest",5470
0,Economic Development in Indian Country: Will Capitalism or Socialism Succeed,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Oregon Law Review, Vol. 80, Issue 3 (Fall 2001), pp. 757-860",Oregon Law Review,Vol.  80,3 (Fall 2001),2001,757,860,80 Or. L. Rev. 757 (2001),2001,50,0,33,"Economic Development, Economics, Indian Law, Socialism, Environment, Hazardous Waste, Waste Disposal",1459
1,The Doctrine of Discovery in American Indian Law,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Idaho Law Review, Vol. 42, Issue 1 (2005), pp. 1-122",Idaho Law Review,Vol.  42,1 (2005),2005,1,122,42 Idaho L. Rev. 1 (2005-2006),2005,44,0,72,"Indian Law, International Law, Comparative Law, Legal History",1459
2,"Speaking with Forked Tongues: Indian Treaties, Salmonm, and the Endangered Species Act",comments,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Oregon Law Review, Vol. 70, Issue 3 (Fall 1991), pp. 543-584",Oregon Law Review,Vol.  70,3 (Fall 1991),1991,543,584,70 Or. L. Rev. 543 (1991),1991,41,0,8,"Endangered Species, Indian Law, Natural Resources Law, Treaties, Fishing",1459
3,Exercising Cultural Self-Determination: The Makah Indian Tribe Goes Whaling,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"American Indian Law Review, Vol. 25, Issue 2 , pp. 165-274",American Indian Law Review,Vol.  25,2,,165,274,25 Am. Indian L. Rev. 165 (2000-2001),2000,40,0,27,"Self-Determination, Fish and Game, Indigenous Peoples, Marine Resources",1459
4,American Indian Influence on the United States Constitution and Its Framers,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"American Indian Law Review, Vol. 18, Issue 1 (1993), pp. 133-160",American Indian Law Review,Vol.  18,1 (1993),1993,133,160,18 Am. Indian L. Rev. 133 (1993),1993,25,0,11,"States, Courts, Indian Law, Sovereignty",1459
5,Can a Sovereign Protect Investors from Itself - Tribal Institutions to Spur Reservation Investment,article,Robert Miller,"Haddock, David D. (Cited 741 times); Miller, Robert J. (Cited 313 times)",2,"Journal of Small and Emerging Business Law, Vol. 8, Issue 2 (Summer 2004), pp. 173-228",Journal of Small and Emerging Business Law,Vol.  8,2 (Summer 2004),2004,173,228,8 J. Small & Emerging Bus. L. 173 (2004),2004,20,0,7,"Indian Law, Investment, Sovereignty, Water, Age, Common Law",1459
6,The Drunken Indian: Myth Distilled into Reality through Federal Indian Alcohol Policy,article,Robert Miller,"Miller, Robert J. (Cited 313 times); Hazlett, Maril (Cited 15 times)",2,"Arizona State Law Journal, Vol. 28, Issue 1 (Spring 1996), pp. 223-298",Arizona State Law Journal,Vol.  28,1 (Spring 1996),1996,223,298,28 Ariz. St. L.J. 223 (1996),1996,15,0,20,"Alcohol, Indian Law, Medical Jurisprudence, Economic Development, Economics, Socialism",1459
7,"American Indian Entrepreneurs: Unique Challenges, Unlimited Potential",article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Arizona State Law Journal, Vol. 40, Issue 4 (Winter 2008), pp. 1297-1342",Arizona State Law Journal,Vol.  40,4 (Winter 2008),2008,1297,1342,40 Ariz. St. L.J. 1297 (Winter 2008),2008,12,0,14,"Indian Law, Economic Development, Economics, Socialism, Treaties",1459
8,Innocent Misrepresentation As the Basis of an Action for Deceit,article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Texas Law Review, Vol. 6, Issue 2 (February 1928), pp. 151-164",Texas Law Review,Vol.  6,2 (February 1928),1928,151,164,6 Tex. L. Rev. 151 (1927-1928),1927,12,0,3,"Deceit, Sales",1459
9,"The International Law of Discovery, Indigenous Peoples, and Chile",article,Robert Miller,"Miller, Robert J. (Cited 313 times); LeSage, Lisa (Cited 9 times); Escarcena, Sebastian Lopez (Cited 10 times)",3,"Nebraska Law Review, Vol. 89, Issue 4 (2011), pp. 819-884",Nebraska Law Review,Vol.  89,4 (2011),2011,819,884,89 Neb. L. Rev. 819 (2010-2011),2010,9,0,14,"Comparative Law, Discovery, Indian Law, Indigenous Peoples, International Law, Legal History",1459
10,"American Indians, the Doctrine of Discovery, and Manifest Destiny",article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Wyoming Law Review, Vol. 11, Issue 2 (2011), pp. 329-350",Wyoming Law Review,Vol.  11,2 (2011),2011,329,350,11 Wyo. L. Rev. 329 (2011),2011,9,0,140,"American Indians, Discovery, Indian Law, International Law, Legal History, Comparative Law, Indigenous Peoples",1459
11,The International Law of Colonialism: A Comparative Analysis,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Lewis & Clark Law Review, Vol. 15, Issue 4 (Winter 2011), pp. 847-922",Lewis & Clark Law Review,Vol.  15,4 (Winter 2011),2011,847,922,15 Lewis & Clark L. Rev. 847 (2011),2011,9,0,88,"Indian Law, International Law, Legal History, Comparative Law, Discovery, Indigenous Peoples",1459
12,Consultation or Consent: The United States' Duty to Confer with American Indian Governments,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"North Dakota Law Review, Vol. 91, Issue 1 (2015), pp. 37-98",North Dakota Law Review,Vol.  91,1 (2015),2015,37,98,91 N.D. L. Rev. 37 (2015),2015,8,0,35,"Indian Law, International Law, Human Rights Law, Natural Resources Law",1459
13,An Indigenous Lens into Comparative Law: The Doctrine of Discovery in the United States and New Zealand,article,Robert Miller,"Miller, Robert J. (Cited 313 times); Ruru, Jacinta (Cited 19 times)",2,"West Virginia Law Review, Vol. 111, Issue 3 (Spring 2009), pp. 849-918",West Virginia Law Review,Vol.  111,3 (Spring 2009),2009,849,918,111 W. Va. L. Rev. 849 (2008-2009),2008,8,0,25,"Comparative Law, Discovery, Indian Law, States, International Law, Legal History, Indigenous Peoples",1459
14,Correcting Supreme Court Errors American Indian Response to Lyng v. Northwest Indian Cemetery Protective Association,notes,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Environmental Law, Vol. 20, Issue 4 (1990), pp. 1037-1064",Environmental Law,Vol.  20,4 (1990),1990,1037,1064,20 Envtl. L. 1037 (1990),1990,7,0,5,"Constitutional Law, Indian Law, Religion",1459
15,Inter-Tribal and International Treaties for American Indian Economic Development,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Lewis & Clark Law Review, Vol. 12, Issue 4 (Winter 2008), pp. 1103-1134",Lewis & Clark Law Review,Vol.  12,4 (Winter 2008),2008,1103,1134,12 Lewis & Clark L. Rev. 1103 (Winter 2008),2008,7,0,11,"Economic Development, Treaties, Indian Law, Sovereignty",1459
16,Charting the Future of Historic Shipwreck Legislation in California: Application of the English Model in the Salvage of the Brother Jonathan,notes,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Hastings International and Comparative Law Review, Vol. 17, Issue 4 (Summer 1994), pp. 793-818",Hastings International and Comparative Law Review,Vol.  17,4 (Summer 1994),1994,793,818,17 Hastings Int'l & Comp. L. Rev. 793 (1993-1994),1993,4,0,4,"Legislation, Jurisdiction, Possession",1459
17,Hospice Care as an Alternative to Euthanasia,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Law, Medicine and Health Care, Vol. 20, Issues 1 - 2 (Spring-Summer 1992), pp. 127-132","Law, Medicine and Health Care",Vol.  20,s 1 - 2 (Spring-Summer 1992),1992,127,132,20 L. Med. & Health Care 127 (1992),1992,4,0,28,"Euthanasia, Living Wills, Philosophy",1459
18,Are You a Lobbyist,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Oregon State Bar Bulletin, Vol. 56, Issue 6 (April 1996), pp. 19-24",Oregon State Bar Bulletin,Vol.  56,6 (April 1996),1996,19,24,56 Or. St. B. Bull. 19 (1995-1996),1995,4,0,0,"Lobbying, Jurisprudence, Pardons",1459
19,American Indian and Tribal Intellectual Property Rights,comments,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Tulane Journal of Technology and Intellectual Property, Vol. 13, Issue 1 (Fall 2010), pp. 179-184",Tulane Journal of Technology and Intellectual Property,Vol.  13,1 (Fall 2010),2010,179,184,13 Tul. J. Tech. & Intell. Prop. 179 (2010),2010,4,0,11,"Intellectual Property, Property, Indian Law, Jurisprudence, Jurisdiction",1459
20,Fleshing out the Skeleton: Defining the Prongs of Stern v. Marshall,article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"DePaul Business & Commercial Law Journal, Vol. 11, Issue 1 (Fall 2012), pp. 1-74",DePaul Business & Commercial Law Journal,Vol.  11,1 (Fall 2012),2012,1,74,11 DePaul Bus. & Comm. L.J. 1 (2012-2013),2012,3,0,3,"Agency, Bankruptcy, Insurance, Judges, Jurisdiction",1459
21,"Brazil, Indigenous Peoples, and the International Law of Discovery",article,Robert Miller,"Miller, Robert J. (Cited 313 times); D'Angelis, Micheline (Cited 2 times)",2,"Brooklyn Journal of International Law, Vol. 37, Issue 1 (2011), pp. 1-64",Brooklyn Journal of International Law,Vol.  37,1 (2011),2011,1,64,37 Brook. J. Int'l L. 1 (2011-2012),2011,2,0,27,"Comparative Law, Discovery, Indian Law, Indigenous Peoples, International Law, Legal History",1459
22,"Noting New: Consent, Forfeiture, and Bankruptcy Court Final Judgments",article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Drake Law Review, Vol. 65, Issue 1 (2017), pp. 89-178",Drake Law Review,Vol.  65,1 (2017),2017,89,178,65 Drake L. Rev. 89 (2017),2017,1,0,4,"Bankruptcy, Bankruptcy Law, Consent, Forfeiture, Judgments, Practice and Procedure, Courts, States",1459
23,American Indian Nations and the International Law of Colonialism,notes,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Federal Lawyer, Vol. 63, Issue 1 (January/February 2016), pp. 8-11",Federal Lawyer,Vol.  63,1 (January/February 2016),2016,8,11,63 Fed. Law. 8 (2016),2016,1,0,3,"American Indians, Discovery, Comparative Law, Indian Law",1459
24,Taxation - Assessing Property for Tax Purposes - Interpretation of True Cash Value under Oregon Revised Statutes. Potland Canning Co. v. States Tax Comm'n,case,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Oregon Law Review, Vol. 45, Issue 2 (February 1966), pp. 149-153",Oregon Law Review,Vol.  45,2 (February 1966),1966,149,153,45 Or. L. Rev. 149 (1965-1966),1965,1,0,0,"Property, States, Statutes, Taxation, Property Tax, Investment",1459
25,Sovereign Resilience: Reviving Private-Sector Economic Institutions in Indian Country,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Brigham Young University Law Review, Vol. 2018, Issue 6 (2018), pp. 1331-1406",Brigham Young University Law Review,Vol.  2018,6 (2018),2018,1331,1406,2018 BYU L. Rev. 1331 (2018),2018,0,0,3,"Indian Law, Environmental Protection, Land Use, Regulation, Federalism, Gaming, Sovereignty",1459
26,Creditor's Right to Communicate with Debtor's Employer in Pursuing Collection,comments,Robert Miller,"Grilliot, Harold J. (Cited 15 times); Miller, Robert J. (Cited 313 times)",2,"American Business Law Journal, Vol. 12, Issue 2 (Fall 1974), pp. 197-200",American Business Law Journal,Vol.  12,2 (Fall 1974),1974,197,200,12 Am. Bus. L.J. 197 (1974-1975),1974,0,0,0,"Liability, Personal Injury, Property, Strict Liability, Torts, Antitrust, Discrimination, Price Discrimination",1459
27,Creating Sustainable Economic Development on Indian Reservations Is an Access to Justice Issue,notes,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Journal of Affordable Housing and Community Development Law, Vol. 27, Issue 3 (2019), pp. 493-496",Journal of Affordable Housing and Community Development Law,Vol.  27,3 (2019),2019,493,496,27 J. Affordable Hous. & Cmty. Dev. L. 493 (2018-2019),2018,0,0,0,"Indian Law, Estates, Taxation, Taxation-Federal Income",1459
28,27 ALI-ABA Bus. L. Course Materials J. 5 (2003),,Robert Miller,"Hausman, Alan; Miller, Robert (Cited 23 times)",2,,,,,,,,Disaster and Emergency Planning [notes],,0,0,0,,1459
29,United Nations Fact-Finding Missions in the Field of Human Rights,article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Australian Year Book of International Law, Vol. 1970-1973, pp. 40-50",Australian Year Book of International Law,Vol.  1970-1973,,,40,50,1970-1973 Aust. YBIL 40 (1970-1973),1970,0,0,5,"Human Rights, United Nations",1459
30,The Future of the Federal Income Tax,article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Central Law Journal, Vol. 92, Issue - May 20, 1921 (May 20, 1921), pp. 354-361",Central Law Journal,Vol.  92,- May 20,,354,361,92 Cent. L.J. 354 (1921),1921,0,0,0,"Taxation, War",1459
31,Sixth Amendment Exclusionary Rule: Stepchild of the Right to Counsel,comments,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Houston Law Review, Vol. 24, Issue 4 (July 1987), pp. 765-800",Houston Law Review,Vol.  24,4 (July 1987),1987,765,800,24 Hous. L. Rev. 765 (1987),1987,0,2,11,"Criminal Law and Procedure, Misconduct, Police",1459
32,Court Awareded Attorney's Fees in Title VII Actions and the Public Defendant,notes,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Law and Inequality: A Journal of Theory and Practice, Vol. 1, Issue 2 (November 1983), pp. 355-388",Law and Inequality: A Journal of Theory and Practice,Vol.  1,2 (November 1983),1983,355,388,1 Law & Ineq. 355 (1983),1983,0,0,0,"Fees, Attorneys, Attorneys' Fees, Defendants, Interest",1459
33,Some Factors Affecting the Role of the Public Employment Service,article,Robert Miller,"Miller, Glenn; Zeller, Frederick A. (Cited 5 times); Miller, Robert (Cited 23 times)",3,"Labor Law Journal, Vol. 16, Issue 4 (April 1965), pp. 203-211",Labor Law Journal,Vol.  16,4 (April 1965),1965,203,211,,,0,0,0,"Employment, National Defense",1459
34,Equitable Mootness: Ignorance Is Bliss and Unconstitutional,article,Robert Miller,"Miller, Robert (Cited 23 times)",1,"Kentucky Law Journal, Vol. 107, Issue 2 (2018-2019), pp. 269-314",Kentucky Law Journal,Vol.  107,2 (2018-2019),2018,269,314,107 Ky. L.J. 269 (2018-2019),2018,0,0,0,,1459
35,Native American Cultural and Religious Freedoms,reviews,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Journal of Law and Religion, Vol. 16, Issue 2 (2001), pp. 739-742",Journal of Law and Religion,Vol.  16,2 (2001),2001,739,742,16 J. L. & Religion 739 (2001),2001,0,0,0,,1459
36,In the Legislative Arena - A Governor's View of Lawmaking,article,Robert Miller,"Miller, Robert J. (Cited 313 times)",1,"Nevada Lawyer, Vol. 2, Issue 11 (November 1994), pp. 11-12",Nevada Lawyer,Vol.  2,11 (November 1994),1994,11,12,2 Nev. Law. 11 (1994),1994,0,0,0,"Technology, Campaign Finance, Elections",1459
